state,year,atopally,defense,offense,neutral,nonagg,consul,number,transyr,atopid1,atopid2,atopid3,atopid4,atopid5,atopid6,atopid7,atopid8,atopid9,atopid10,atopid11,atopid12,atopid13,atopid14,atopid15,atopid16,atopid17,atopid18,atopid19,atopid20,atopid21,atopid22,atopid23,atopid24,atopid25,atopid26,atopid27,atopid28,atopid29,atopid30,atopid31,atopid32,atopid33,atopid34,atopid35,atopid36,atopid37,atopid38,atopid39,atopid40,atopid41,version
2,1908,1,0,0,0,0,1,1,1,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1909,1,0,0,0,0,1,1,0,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1910,1,0,0,0,0,1,1,1,1455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1921,1,0,0,0,0,1,1,1,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1922,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1923,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1924,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1925,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1926,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1927,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1928,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1929,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1930,1,0,0,0,0,1,1,0,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1931,1,0,0,0,0,1,1,1,2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1942,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1943,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1944,1,1,1,0,0,0,2,1,2550,2571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1945,1,1,1,0,0,1,4,1,2550,2571,3005,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1946,1,1,1,0,0,1,2,1,2571,3010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1947,1,1,0,0,1,1,2,1,3010,3075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1948,1,1,0,0,1,1,2,1,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1949,1,1,0,0,1,1,3,1,3075,3150,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1950,1,1,0,0,1,1,3,0,3075,3150,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1951,1,1,0,0,1,1,6,1,3075,3150,3180,3210,3215,3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1952,1,1,0,0,1,1,6,0,3075,3150,3180,3210,3215,3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1953,1,1,0,0,1,1,7,1,3075,3150,3180,3210,3215,3220,3240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1954,1,1,0,0,1,1,9,1,3075,3150,3180,3210,3215,3220,3240,3260,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1955,1,1,0,0,1,1,9,0,3075,3150,3180,3210,3215,3220,3240,3260,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1956,1,1,0,0,1,1,9,0,3075,3150,3180,3210,3215,3220,3240,3260,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1957,1,1,0,0,1,1,9,0,3075,3150,3180,3210,3215,3220,3240,3260,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1958,1,1,0,0,1,1,9,0,3075,3150,3180,3210,3215,3220,3240,3260,3270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1959,1,1,0,0,1,1,13,1,3075,3150,3180,3210,3215,3220,3240,3260,3270,3355,3360,3365,3370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1960,1,1,0,0,1,1,14,1,3075,3150,3180,3210,3215,3220,3240,3260,3270,3355,3360,3365,3370,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1961,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1962,1,1,0,0,1,1,14,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1963,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3460,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1964,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3460,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1965,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1966,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1967,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1968,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1969,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1970,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3480,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1971,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1972,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1973,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1974,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1975,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1976,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3635,3750,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1977,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3750,3795,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1978,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3750,3795,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1979,1,1,0,0,1,1,17,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3365,3370,3375,3750,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1980,1,1,0,0,1,1,16,1,3075,3150,3180,3210,3215,3240,3260,3270,3355,3360,3370,3375,3750,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1981,1,1,0,0,1,1,16,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3750,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1982,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1983,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1984,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1985,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1986,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1987,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1988,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1989,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1990,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1991,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,3925,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1992,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1993,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1994,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1995,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1996,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1997,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1998,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,1999,1,1,0,0,1,1,14,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3795,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2000,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2001,1,1,0,0,1,1,13,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2002,1,1,0,0,1,1,14,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2003,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2004,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2005,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2006,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2007,1,1,0,0,1,1,14,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2008,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2009,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2010,1,1,0,0,1,1,15,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2011,1,1,0,0,1,1,15,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2012,1,1,0,0,1,1,16,1,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2013,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2014,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2015,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2016,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2017,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
2,2018,1,1,0,0,1,1,16,0,3075,3150,3180,3210,3215,3240,3260,3355,3360,3370,3375,3842,3852,4998,6032,6050,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1942,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1943,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1944,1,1,1,0,0,0,1,0,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1945,1,1,1,0,0,0,1,1,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1949,1,1,0,0,1,1,1,1,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1950,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1951,1,1,0,0,1,1,1,1,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1952,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1953,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1954,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1955,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1956,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1957,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1958,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1959,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1960,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1961,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1962,1,1,0,0,1,1,2,1,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1963,1,1,0,0,1,1,2,0,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1964,1,1,0,0,1,1,2,1,3180,3460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1965,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1966,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1967,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1968,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1969,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1970,1,1,0,0,1,1,1,0,3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1971,1,1,0,0,1,1,2,1,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1972,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1973,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1974,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1975,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1976,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1977,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1978,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1979,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1980,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1981,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1982,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1983,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1984,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1985,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1986,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1987,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1988,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1989,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1990,1,1,0,0,1,1,2,0,3180,3665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1991,1,1,0,0,1,1,3,1,3180,3665,4020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1992,1,1,0,1,1,1,3,1,3180,3665,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1993,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1994,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1995,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1996,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1997,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1998,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,1999,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2000,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2001,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2002,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2003,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2004,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2005,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2006,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2007,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2008,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2009,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2010,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2011,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2012,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2013,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2014,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2015,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2016,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2017,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
20,2018,1,1,0,1,1,1,2,0,3180,4270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1982,1,1,0,0,1,1,2,1,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1983,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1984,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1985,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1986,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1987,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1988,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1989,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
31,1990,1,1,0,0,1,1,2,0,3075,3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1
