warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx
163,611,611.02,816,900,6,27,1965,3,12,1972,1968,3,2,3,1,3,700000,494,,,700494,5
163,611,611.02,816,900,6,27,1965,3,12,1972,1969,3,2,3,1,3,700000,494,,,700494,8
163,611,611.02,816,900,6,27,1965,3,12,1972,1970,3,2,3,1,3,700000,494,,,700494,7
163,611,611.02,816,900,6,27,1965,3,12,1972,1971,3,2,3,1,3,700000,494,,,700494,4
163,611,611.02,816,900,6,27,1965,3,12,1972,1972,3,2,3,1,3,700000,494,,,700494,3
163,611,611.02,900,816,6,27,1965,3,12,1972,1965,2,3,1,3,1,494,700000,,,700494,3
163,611,611.02,900,816,6,27,1965,3,12,1972,1966,2,3,1,3,1,494,700000,,,700494,7
163,611,611.02,900,816,6,27,1965,3,12,1972,1967,2,3,1,3,1,494,700000,,,700494,1
163,611,611.02,900,816,6,27,1965,3,12,1972,1968,2,3,1,3,1,494,700000,,,700494,5
163,611,611.02,900,816,6,27,1965,3,12,1972,1969,2,3,1,3,1,494,700000,,,700494,8
163,611,611.02,900,816,6,27,1965,3,12,1972,1970,2,3,1,3,1,494,700000,,,700494,4
163,611,611.02,900,816,6,27,1965,3,12,1972,1971,2,3,1,3,1,494,700000,,,700494,6
163,611,611.02,900,816,6,27,1965,3,12,1972,1972,2,3,1,3,1,494,700000,,,700494,2
166,1312,1312.001,750,770,8,5,1965,9,23,1965,1965,3,1,3,1,3,3261,3800,,,7061,1
166,1312,1312.001,770,750,8,5,1965,9,23,1965,1965,1,3,1,3,1,3800,3261,,,7061,1
169,1035,1035.001,645,666,6,5,1967,6,10,1967,1967,3,1,3,1,3,30,1000,,,1030,1
169,1035,1035.001,666,645,6,5,1967,6,10,1967,1967,1,3,1,3,1,1000,30,,,1030,1
169,1035,1035.002,651,666,6,5,1967,6,10,1967,1967,3,1,3,1,3,10000,1000,,,11000,1
169,1035,1035.002,666,651,6,5,1967,6,10,1967,1967,1,3,1,3,1,1000,10000,,,11000,1
169,1035,1035.003,652,666,6,5,1967,6,10,1967,1967,3,1,3,1,3,2500,1000,,,3500,1
169,1035,1035.003,666,652,6,5,1967,6,10,1967,1967,1,3,1,3,1,1000,2500,,,3500,1
169,1035,1035.004,663,666,6,5,1967,6,10,1967,1967,3,1,3,1,3,10000,1000,,,11000,1
169,1035,1035.004,666,663,6,5,1967,6,10,1967,1967,1,3,1,3,1,1000,10000,,,11000,1
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1967,3,1,3,1,3,11250,2250,,,13500,7
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1968,3,1,3,1,3,11250,2250,,,13500,2
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1969,3,1,3,1,3,11250,2250,,,13500,5
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1970,3,1,3,1,3,11250,2250,,,13500,4
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1971,3,1,3,1,3,11250,2250,,,13500,1
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1972,3,1,3,1,3,11250,2250,,,13500,6
170,1353,1353.013,812,816,12,13,1967,4,17,1973,1973,3,1,3,1,3,11250,2250,,,13500,3
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1967,1,3,1,3,1,2250,11250,,,13500,1
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1968,1,3,1,3,1,2250,11250,,,13500,6
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1969,1,3,1,3,1,2250,11250,,,13500,5
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1970,1,3,1,3,1,2250,11250,,,13500,4
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1971,1,3,1,3,1,2250,11250,,,13500,3
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1972,1,3,1,3,1,2250,11250,,,13500,7
170,1353,1353.013,816,812,12,13,1967,4,17,1973,1973,1,3,1,3,1,2250,11250,,,13500,2
172,1480,1480.002,651,666,3,8,1969,8,7,1970,1969,1,3,1,3,2,368,5000,,,5368,1
172,1480,1480.002,651,666,3,8,1969,8,7,1970,1970,1,3,1,3,2,368,5000,,,5368,2
172,1480,1480.002,666,651,3,8,1969,8,7,1970,1969,3,1,3,1,2,5000,368,,,5368,1
172,1480,1480.002,666,651,3,8,1969,8,7,1970,1970,3,1,3,1,2,5000,368,,,5368,2
175,1206,1206.001,91,92,7,14,1969,7,18,1969,1969,3,1,3,1,3,1200,700,,,1900,1
175,1206,1206.001,92,91,7,14,1969,7,18,1969,1969,1,3,1,3,1,700,1200,,,1900,1
176,1617,1617.001,811,816,3,23,1970,12,3,1971,1970,3,1,3,1,2,5000,400,,,5400,1
176,1617,1617.001,811,816,3,23,1970,12,3,1971,1971,3,1,3,1,2,5000,400,,,5400,2
176,1617,1617.001,816,811,3,23,1970,12,3,1971,1970,1,3,1,3,2,400,5000,,,5400,1
176,1617,1617.001,816,811,3,23,1970,12,3,1971,1971,1,3,1,3,2,400,5000,,,5400,2
178,1447,1447.001,750,770,12,3,1971,12,16,1971,1971,3,1,3,1,1,3241,7982,,,11223,1
178,1447,1447.001,770,750,12,3,1971,12,16,1971,1971,1,3,1,3,3,7982,3241,,,11223,1
181,1046,1046.001,645,666,10,12,1973,10,19,1973,1973,2,3,1,3,2,3500,278,,,3778,1
181,1046,1046.001,666,645,10,12,1973,10,19,1973,1973,3,2,3,2,2,278,3500,,,3778,1
181,1046,1046.002,651,666,10,6,1973,10,24,1973,1973,1,3,1,3,3,7700,2838,,,10538,1
181,1046,1046.002,666,651,10,6,1973,10,24,1973,1973,3,1,3,1,1,2838,7700,,,10538,1
181,1046,1046.003,652,666,10,6,1973,10,22,1973,1973,1,3,1,3,3,3500,2838,,,6338,1
181,1046,1046.003,666,652,10,6,1973,10,22,1973,1973,3,1,3,1,1,2838,3500,,,6338,1
181,1046,1046.004,663,666,10,16,1973,10,19,1973,1973,2,3,1,3,2,3500,23,,,3523,1
181,1046,1046.004,666,663,10,16,1973,10,19,1973,1973,3,2,3,1,2,23,3500,,,3523,1
181,1046,1046.005,666,670,10,14,1973,10,19,1973,1973,3,2,3,1,2,100,3500,,,3600,1
181,1046,1046.005,670,666,10,14,1973,10,19,1973,1973,2,3,1,3,2,3500,100,,,3600,1
184,1293,1293.001,350,640,7,23,1974,8,16,1978,1974,4,1,3,1,3,,,,,,1
184,1293,1293.001,640,350,7,23,1974,8,16,1978,1974,1,4,1,3,1,,,,,,1
184,1293,1293.002,352,640,7,23,1974,8,16,1974,1974,3,2,3,1,3,500,1000,,,1500,1
184,1293,1293.002,640,352,7,23,1974,8,16,1974,1974,2,3,1,3,1,1000,500,,,1500,1
186,1441,1441.001,40,490,10,23,1975,2,12,1976,1975,3,2,3,1,2,1500,100,,,1600,2
186,1441,1441.001,40,490,10,23,1975,2,12,1976,1976,3,2,3,1,2,1500,100,,,1600,1
186,1441,1441.001,490,40,10,23,1975,2,12,1976,1975,2,3,3,1,2,100,1500,,,1600,2
186,1441,1441.001,490,40,10,23,1975,2,12,1976,1976,2,3,3,1,2,100,1500,,,1600,1
186,1441,1441.003,40,560,10,23,1975,2,12,1976,1975,3,1,3,1,2,1500,100,,,1600,3
186,1441,1441.003,40,560,10,23,1975,2,12,1976,1976,3,1,3,1,2,1500,100,,,1600,4
186,1441,1441.003,40,560,8,4,1987,6,27,1988,1987,1,3,3,1,2,,,,,,1
186,1441,1441.003,40,560,8,4,1987,6,27,1988,1988,1,3,3,1,2,,,,,,2
186,1441,1441.003,560,40,10,23,1975,2,12,1976,1975,1,3,1,3,2,100,1500,,,1600,1
186,1441,1441.003,560,40,10,23,1975,2,12,1976,1976,1,3,1,3,2,100,1500,,,1600,4
186,1441,1441.003,560,40,8,4,1987,6,27,1988,1987,3,1,1,3,2,,,,,,3
186,1441,1441.003,560,40,8,4,1987,6,27,1988,1988,3,1,1,3,2,,,,,,2
186,1441,1441.004,490,540,11,11,1975,2,12,1976,1975,2,4,1,3,2,100,1000,,,1100,2
186,1441,1441.004,490,540,11,11,1975,2,12,1976,1976,2,4,1,3,2,100,1000,,,1100,1
186,1441,1441.004,540,490,11,11,1975,2,12,1976,1975,4,2,3,1,2,1000,100,,,1100,2
186,1441,1441.004,540,490,11,11,1975,2,12,1976,1976,4,2,3,1,2,1000,100,,,1100,1
186,1441,1441.006,540,560,11,11,1975,2,12,1976,1975,4,1,3,1,2,1000,100,,,1100,3
186,1441,1441.006,540,560,11,11,1975,2,12,1976,1976,4,1,3,1,2,1000,100,,,1100,4
186,1441,1441.006,540,560,8,4,1987,6,27,1988,1987,2,3,3,1,2,1000,100,,,1100,1
186,1441,1441.006,540,560,8,4,1987,6,27,1988,1988,2,3,3,1,2,1000,100,,,1100,2
186,1441,1441.006,560,540,11,11,1975,2,12,1976,1975,1,4,1,3,2,100,1000,,,1100,1
186,1441,1441.006,560,540,11,11,1975,2,12,1976,1976,4,1,3,1,2,100,1000,,,1100,3
186,1441,1441.006,560,540,8,4,1987,6,27,1988,1987,3,2,1,3,2,100,1000,,,1100,4
186,1441,1441.006,560,540,8,4,1987,6,27,1988,1988,3,2,1,3,2,100,1000,,,1100,2
187,2069,2069.001,40,520,1,22,1978,3,9,1978,1978,4,1,1,3,1,1800,700,,,2500,1
187,2069,2069.001,520,40,1,22,1978,3,9,1978,1978,1,4,3,1,3,700,1800,,,2500,1
187,2069,2069.002,520,530,7,23,1977,3,9,1978,1977,1,3,1,3,3,8000,1800,,,9800,1
187,2069,2069.002,520,530,7,23,1977,3,9,1978,1978,1,3,1,3,3,8000,1800,,,9800,2
187,2069,2069.002,530,520,7,23,1977,3,9,1978,1977,3,1,3,1,1,1800,8000,,,9800,1
187,2069,2069.002,530,520,7,23,1977,3,9,1978,1978,3,1,3,1,1,1800,8000,,,9800,2
189,1435,1435.001,811,816,9,24,1977,1,7,1979,1977,1,3,1,3,3,5000,3000,,,8000,3
189,1435,1435.001,811,816,9,24,1977,1,7,1979,1978,1,3,1,3,3,5000,3000,,,8000,1
189,1435,1435.001,811,816,9,24,1977,1,7,1979,1979,1,3,1,3,3,5000,3000,,,8000,2
189,1435,1435.001,816,811,9,24,1977,1,7,1979,1977,3,1,3,1,1,3000,5000,,,8000,2
189,1435,1435.001,816,811,9,24,1977,1,7,1979,1978,3,1,3,1,1,3000,5000,,,8000,3
189,1435,1435.001,816,811,9,24,1977,1,7,1979,1979,3,1,3,1,1,3000,5000,,,8000,1
190,2141,2141.001,500,510,10,28,1978,4,11,1979,1978,1,3,1,3,1,1500,1000,,,2500,2
190,2141,2141.001,500,510,10,28,1978,4,11,1979,1979,1,3,1,3,1,1500,1000,,,2500,1
190,2141,2141.001,510,500,10,28,1978,4,11,1979,1978,3,1,3,1,3,1000,1500,,,2500,1
190,2141,2141.001,510,500,10,28,1978,4,11,1979,1979,3,1,3,1,3,1000,1500,,,2500,2
190,2141,2141.002,510,620,2,1,1979,4,11,1979,1979,3,2,3,1,1,1500,500,,,2000,1
190,2141,2141.002,620,510,2,1,1979,4,11,1979,1979,2,3,1,3,3,500,1500,,,2000,1
193,3007,3007.002,710,816,2,17,1979,3,16,1979,1979,1,3,1,3,2,8000,13000,,,21000,1
193,3007,3007.002,816,710,2,17,1979,3,16,1979,1979,3,1,3,1,2,13000,8000,,,21000,1
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1980,3,1,3,1,2,500000,750000,,,1250000,2
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1981,3,1,3,1,2,500000,750000,,,1250000,9
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1982,3,1,3,1,2,500000,750000,,,1250000,8
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1983,3,1,3,1,2,500000,750000,,,1250000,4
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1984,3,1,3,1,2,500000,750000,,,1250000,3
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1985,3,1,3,1,2,500000,750000,,,1250000,7
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1986,3,1,3,1,2,500000,750000,,,1250000,5
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1987,3,1,3,1,2,500000,750000,,,1250000,6
199,2115,2115.001,630,645,9,22,1980,7,31,1988,1988,3,1,3,1,2,500000,750000,,,1250000,1
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1980,1,3,1,3,2,750000,500000,,,1250000,5
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1981,1,3,1,3,2,750000,500000,,,1250000,4
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1982,1,3,1,3,2,750000,500000,,,1250000,1
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1983,1,3,1,3,2,750000,500000,,,1250000,8
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1984,1,3,1,3,2,750000,500000,,,1250000,9
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1985,1,3,1,3,2,750000,500000,,,1250000,6
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1986,1,3,1,3,2,750000,500000,,,1250000,7
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1987,1,3,1,3,2,750000,500000,,,1250000,3
199,2115,2115.001,645,630,9,22,1980,7,31,1988,1988,1,3,1,3,2,750000,500000,,,1250000,2
202,3630,3630.001,160,200,4,25,1982,6,14,1982,1982,1,3,1,3,3,255,746,,,1001,1
202,3630,3630.001,200,160,4,25,1982,6,14,1982,1982,3,1,3,1,1,746,255,,,1001,1
205,3995,3995.001,652,666,6,6,1982,6,10,1982,1982,3,1,3,1,2,1200,455,,,1655,1
205,3995,3995.001,666,652,6,6,1982,6,10,1982,1982,1,3,1,3,2,455,1200,,,1655,1
207,3635,3635.002,483,620,1,5,1987,2,6,1987,1987,1,3,1,3,1,1000,7000,,,8000,1
207,3635,3635.002,620,483,1,5,1987,2,6,1987,1987,3,1,3,1,3,7000,1000,,,8000,1
208,3628,3628.001,710,816,1,5,1987,2,6,1987,1987,1,3,1,3,2,2200,1000,,,3200,1
208,3628,3628.001,816,710,1,5,1987,2,6,1987,1987,3,1,3,1,2,1000,2200,,,3200,1
211,3957,3957.001,2,645,1,16,1991,2,28,1991,1991,4,1,1,3,1,376,40000,,,40376,1
211,3957,3957.001,645,2,1,16,1991,2,28,1991,1991,1,4,3,1,3,40000,376,,,40376,1
211,3957,3957.003,20,645,1,16,1991,2,28,1991,1991,4,1,1,3,1,0,40000,,,40000,1
211,3957,3957.003,645,20,1,16,1991,2,28,1991,1991,1,4,3,1,3,40000,0,,,40000,1
211,3957,3957.005,200,645,1,17,1991,2,28,1991,1991,4,1,1,3,1,24,40000,,,40024,1
211,3957,3957.005,645,200,1,17,1991,2,28,1991,1991,1,4,3,1,3,40000,24,,,40024,1
211,3957,3957.009,220,645,1,17,1991,2,28,1991,1991,4,1,1,3,1,2,40000,,,40002,1
211,3957,3957.009,645,220,1,17,1991,2,28,1991,1991,1,4,3,1,3,40000,2,,,40002,1
211,3957,3957.013,325,645,1,17,1991,2,28,1991,1991,4,1,1,3,1,0,40000,,,40000,1
211,3957,3957.013,645,325,1,17,1991,2,28,1991,1991,1,4,3,1,3,40000,0,,,40000,1
211,3957,3957.02,645,651,2,24,1991,2,28,1991,1991,1,4,3,1,3,40000,14,,,40014,1
211,3957,3957.02,651,645,2,24,1991,2,28,1991,1991,4,1,1,3,1,14,40000,,,40014,1
211,3957,3957.021,645,652,2,24,1991,2,28,1991,1991,1,4,3,1,3,40000,0,,,40000,1
211,3957,3957.021,652,645,2,24,1991,2,28,1991,1991,4,1,1,3,1,0,40000,,,40000,1
211,3957,3957.022,645,670,1,17,1991,2,28,1991,1991,1,4,3,1,3,40000,44,,,40044,1
211,3957,3957.022,670,645,1,17,1991,2,28,1991,1991,4,1,1,3,1,44,40000,,,40044,1
216,3564,3564.003,371,373,2,6,1993,5,12,1994,1993,1,3,1,3,1,5500,8500,,,14000,2
216,3564,3564.003,371,373,2,6,1993,5,12,1994,1994,1,3,1,3,1,5500,8500,,,14000,1
216,3564,3564.003,373,371,2,6,1993,5,12,1994,1993,3,1,3,1,3,8500,5500,,,14000,1
216,3564,3564.003,373,371,2,6,1993,5,12,1994,1994,3,1,3,1,3,8500,5500,,,14000,2
219,4258,4258.001,530,531,5,6,1998,6,18,2000,1998,3,1,3,1,2,70000,50000,,,120000,2
219,4258,4258.001,530,531,5,6,1998,6,18,2000,1999,3,1,3,1,2,70000,50000,,,120000,1
219,4258,4258.001,530,531,5,6,1998,6,18,2000,2000,3,1,3,1,2,70000,50000,,,120000,3
219,4258,4258.001,531,530,5,6,1998,6,18,2000,1998,1,3,1,3,2,50000,70000,,,120000,1
219,4258,4258.001,531,530,5,6,1998,6,18,2000,1999,1,3,1,3,2,50000,70000,,,120000,3
219,4258,4258.001,531,530,5,6,1998,6,18,2000,2000,1,3,1,3,2,50000,70000,,,120000,2
221,4137,4137.001,2,345,3,24,1999,6,10,1999,1999,1,3,1,3,1,2,5000,,,5002,1
221,4137,4137.001,345,2,3,24,1999,6,10,1999,1999,3,1,3,1,3,5000,2,,,5002,1
223,4007,4007.001,750,770,5,8,1999,7,17,1999,1999,3,1,3,1,1,474,698,,,1172,1
223,4007,4007.001,770,750,5,8,1999,7,17,1999,1999,1,3,1,3,3,698,474,,,1172,1
225,4283,4283.001,2,700,9,15,2001,11,15,2001,2001,1,3,1,3,1,2,4000,,,4002,1
225,4283,4283.001,700,2,9,15,2001,11,15,2001,2001,3,1,3,1,3,4000,2,,,4002,1
225,4283,4283.003,200,700,9,15,2001,11,15,2001,2001,2,3,1,3,1,0,4000,,,4000,1
225,4283,4283.003,700,200,9,15,2001,11,15,2001,2001,3,2,3,1,3,4000,0,,,4000,1
227,4273,4273.001,2,645,3,19,2003,5,2,2003,2003,1,3,1,3,1,140,7000,,,7140,1
227,4273,4273.001,645,2,3,19,2003,5,2,2003,2003,3,1,3,1,3,7000,140,,,7140,1
227,4273,4273.002,200,645,3,19,2003,5,2,2003,2003,1,3,1,3,1,33,7000,,,7033,1
227,4273,4273.002,645,200,3,19,2003,5,2,2003,2003,3,1,3,1,3,7000,33,,,7033,1
227,4273,4273.019,645,900,3,19,2003,5,2,2003,2003,3,1,3,1,3,7000,0,,,7000,1
227,4273,4273.019,900,645,3,19,2003,5,2,2003,2003,1,3,1,3,1,0,7000,,,7000,1
