warnum,disno,dyindex,statea,stateb,warstrtmnth,warstrtday,warstrtyr,warendmnth,warenday,warendyr,year,warolea,waroleb,wardyadrolea,wardyadroleb,outcomea,batdtha,batdthb,changes_1,changes_2,batdths,durindx
151,51,51.007,200,710,11,5,1950,7,27,1953,1951,4,2,1,3,2,710,422612,,,423322,3
151,51,51.007,200,710,11,5,1950,7,27,1953,1952,4,2,1,3,2,710,422612,,,423322,4
151,51,51.007,200,710,11,5,1950,7,27,1953,1953,4,2,1,3,2,710,422612,,,423322,2
151,51,51.007,710,200,11,5,1950,7,27,1953,1950,2,4,3,1,2,422612,710,,,423322,4
151,51,51.007,710,200,11,5,1950,7,27,1953,1951,2,4,3,1,2,422612,710,,,423322,1
151,51,51.007,710,200,11,5,1950,7,27,1953,1952,2,4,3,1,2,422612,710,,,423322,3
151,51,51.007,710,200,11,5,1950,7,27,1953,1953,2,4,3,1,2,422612,710,,,423322,2
151,51,51.008,200,731,8,26,1950,7,27,1953,1950,4,1,1,3,2,710,316579,,,317289,3
151,51,51.008,200,731,8,26,1950,7,27,1953,1951,4,1,1,3,2,710,316579,,,317289,2
151,51,51.008,200,731,8,26,1950,7,27,1953,1952,4,1,1,3,2,710,316579,,,317289,1
151,51,51.008,200,731,8,26,1950,7,27,1953,1953,4,1,1,3,2,710,316579,,,317289,4
151,51,51.008,731,200,8,26,1950,7,27,1953,1950,1,4,3,1,2,316579,710,,,317289,2
151,51,51.008,731,200,8,26,1950,7,27,1953,1951,1,4,3,1,2,316579,710,,,317289,1
151,51,51.008,731,200,8,26,1950,7,27,1953,1952,1,4,3,1,2,316579,710,,,317289,4
151,51,51.008,731,200,8,26,1950,7,27,1953,1953,1,4,3,1,2,316579,710,,,317289,3
151,51,51.009,210,710,12,5,1950,7,27,1953,1950,4,2,1,3,2,111,422612,,,422723,2
151,51,51.009,210,710,12,5,1950,7,27,1953,1951,4,2,1,3,2,111,422612,,,422723,4
151,51,51.009,210,710,12,5,1950,7,27,1953,1952,4,2,1,3,2,111,422612,,,422723,1
151,51,51.009,210,710,12,5,1950,7,27,1953,1953,4,2,1,3,2,111,422612,,,422723,3
151,51,51.009,710,210,12,5,1950,7,27,1953,1950,2,4,3,1,2,422612,111,,,422723,1
151,51,51.009,710,210,12,5,1950,7,27,1953,1951,2,4,3,1,2,422612,111,,,422723,4
151,51,51.009,710,210,12,5,1950,7,27,1953,1952,2,4,3,1,2,422612,111,,,422723,2
151,51,51.009,710,210,12,5,1950,7,27,1953,1953,2,4,3,1,2,422612,111,,,422723,3
151,51,51.01,210,731,12,5,1950,7,27,1953,1950,4,1,1,3,2,111,316579,,,316690,3
151,51,51.01,210,731,12,5,1950,7,27,1953,1951,4,1,1,3,2,111,316579,,,316690,2
151,51,51.01,210,731,12,5,1950,7,27,1953,1952,4,1,1,3,2,111,316579,,,316690,4
151,51,51.01,210,731,12,5,1950,7,27,1953,1953,4,1,1,3,2,111,316579,,,316690,1
151,51,51.01,731,210,12,5,1950,7,27,1953,1950,1,4,3,1,2,316579,111,,,316690,4
151,51,51.01,731,210,12,5,1950,7,27,1953,1951,1,4,3,1,2,316579,111,,,316690,3
151,51,51.01,731,210,12,5,1950,7,27,1953,1952,1,4,3,1,2,316579,111,,,316690,2
151,51,51.01,731,210,12,5,1950,7,27,1953,1953,1,4,3,1,2,316579,111,,,316690,1
151,51,51.011,211,710,4,22,1951,7,27,1953,1951,4,2,1,3,2,97,422612,,,422709,2
151,51,51.011,211,710,4,22,1951,7,27,1953,1952,4,2,1,3,2,97,422612,,,422709,1
151,51,51.011,211,710,4,22,1951,7,27,1953,1953,4,2,1,3,2,97,422612,,,422709,3
151,51,51.011,710,211,4,22,1951,4,21,1953,1951,2,4,3,1,2,422612,97,,,422709,3
151,51,51.011,710,211,4,22,1951,4,21,1953,1952,2,4,3,1,2,422612,97,,,422709,2
151,51,51.011,710,211,4,22,1951,4,21,1953,1953,2,4,3,1,2,422612,97,,,422709,1
151,51,51.012,211,731,4,22,1951,7,27,1953,1951,4,1,1,3,2,97,316579,,,316676,1
151,51,51.012,211,731,4,22,1951,7,27,1953,1952,4,1,1,3,2,97,316579,,,316676,2
151,51,51.012,211,731,4,22,1951,7,27,1953,1953,4,1,1,3,2,97,316579,,,316676,3
151,51,51.012,731,211,4,22,1951,7,27,1953,1951,1,4,3,1,2,316579,97,,,316676,3
151,51,51.012,731,211,4,22,1951,7,27,1953,1952,1,4,3,1,2,316579,97,,,316676,2
151,51,51.012,731,211,4,22,1951,7,27,1953,1953,1,4,3,1,2,316579,97,,,316676,1
151,51,51.015,220,710,1,7,1951,7,27,1953,1951,4,2,1,3,2,288,422612,,,422900,1
151,51,51.015,220,710,1,7,1951,7,27,1953,1952,4,2,1,3,2,288,422612,,,422900,3
151,51,51.015,220,710,1,7,1951,7,27,1953,1953,4,2,1,3,2,288,422612,,,422900,2
151,51,51.015,710,220,1,7,1951,7,27,1953,1951,2,4,3,1,2,422612,288,,,422900,3
151,51,51.015,710,220,1,7,1951,7,27,1953,1952,2,4,3,1,2,422612,288,,,422900,2
151,51,51.015,710,220,1,7,1951,7,27,1953,1953,2,4,3,1,2,422612,288,,,422900,1
151,51,51.016,220,731,1,7,1951,7,27,1953,1951,4,1,1,3,2,288,316579,,,316867,1
151,51,51.016,220,731,1,7,1951,7,27,1953,1952,4,1,1,3,2,288,316579,,,316867,3
151,51,51.016,220,731,1,7,1951,7,27,1953,1953,4,1,1,3,2,288,316579,,,316867,2
151,51,51.016,731,220,1,7,1951,7,27,1953,1951,1,4,3,1,2,316579,288,,,316867,1
151,51,51.016,731,220,1,7,1951,7,27,1953,1952,1,4,3,1,2,316579,288,,,316867,3
151,51,51.016,731,220,1,7,1951,7,27,1953,1953,1,4,3,1,2,316579,288,,,316867,2
151,51,51.017,350,710,12,9,1950,7,27,1953,1950,4,2,1,3,2,169,422612,,,422781,1
151,51,51.017,350,710,12,9,1950,7,27,1953,1951,4,2,1,3,2,169,422612,,,422781,2
151,51,51.017,350,710,12,9,1950,7,27,1953,1952,4,2,1,3,2,169,422612,,,422781,4
151,51,51.017,350,710,12,9,1950,7,27,1953,1953,4,2,1,3,2,169,422612,,,422781,3
151,51,51.017,710,350,12,9,1950,7,27,1953,1950,2,4,3,1,2,422612,169,,,422781,4
151,51,51.017,710,350,12,9,1950,7,27,1953,1951,2,4,3,1,2,422612,169,,,422781,3
151,51,51.017,710,350,12,9,1950,7,27,1953,1952,2,4,3,1,2,422612,169,,,422781,2
151,51,51.017,710,350,12,9,1950,7,27,1953,1953,2,4,3,1,2,422612,169,,,422781,1
151,51,51.018,350,731,12,9,1950,7,27,1953,1950,4,1,1,3,2,169,316579,,,316748,1
151,51,51.018,350,731,12,9,1950,7,27,1953,1951,4,1,1,3,2,169,316579,,,316748,2
151,51,51.018,350,731,12,9,1950,7,27,1953,1952,4,1,1,3,2,169,316579,,,316748,3
151,51,51.018,350,731,12,9,1950,7,27,1953,1953,4,1,1,3,2,169,316579,,,316748,4
151,51,51.018,731,350,12,9,1950,7,27,1953,1950,1,4,3,1,2,316579,169,,,316748,2
151,51,51.018,731,350,12,9,1950,7,27,1953,1951,1,4,3,1,2,316579,169,,,316748,3
151,51,51.018,731,350,12,9,1950,7,27,1953,1952,1,4,3,1,2,316579,169,,,316748,4
151,51,51.018,731,350,12,9,1950,7,27,1953,1953,1,4,3,1,2,316579,169,,,316748,1
151,51,51.019,530,710,6,1,1951,7,27,1953,1951,4,2,1,3,2,120,422612,,,422732,1
151,51,51.019,530,710,6,1,1951,7,27,1953,1952,4,2,1,3,2,120,422612,,,422732,2
151,51,51.019,530,710,6,1,1951,7,27,1953,1953,4,2,1,3,2,120,422612,,,422732,3
151,51,51.019,710,530,6,1,1951,7,27,1953,1951,2,4,3,1,2,422612,120,,,422732,3
151,51,51.019,710,530,6,1,1951,7,27,1953,1952,2,4,3,1,2,422612,120,,,422732,2
151,51,51.019,710,530,6,1,1951,7,27,1953,1953,2,4,3,1,2,422612,120,,,422732,1
151,51,51.02,530,731,6,1,1951,7,27,1953,1951,4,1,1,3,2,120,316579,,,316699,2
151,51,51.02,530,731,6,1,1951,7,27,1953,1952,4,1,1,3,2,120,316579,,,316699,3
151,51,51.02,530,731,6,1,1951,7,27,1953,1953,4,1,1,3,2,120,316579,,,316699,1
151,51,51.02,731,530,6,1,1951,7,27,1953,1951,1,4,3,1,2,316579,120,,,316699,1
151,51,51.02,731,530,6,1,1951,7,27,1953,1952,1,4,3,1,2,316579,120,,,316699,3
151,51,51.02,731,530,6,1,1951,7,27,1953,1953,1,4,3,1,2,316579,120,,,316699,2
151,51,51.023,640,710,11,25,1950,7,27,1953,1950,4,2,1,3,2,717,422612,,,423329,4
151,51,51.023,640,710,11,25,1950,7,27,1953,1951,4,2,1,3,2,717,422612,,,423329,1
151,51,51.023,640,710,11,25,1950,7,27,1953,1952,4,2,1,3,2,717,422612,,,423329,2
151,51,51.023,640,710,11,25,1950,7,27,1953,1953,4,2,1,3,2,717,422612,,,423329,3
151,51,51.023,710,640,11,25,1950,7,27,1953,1950,2,4,3,1,2,422612,717,,,423329,3
151,51,51.023,710,640,11,25,1950,7,27,1953,1951,2,4,3,1,2,422612,717,,,423329,1
151,51,51.023,710,640,11,25,1950,7,27,1953,1952,2,4,3,1,2,422612,717,,,423329,2
151,51,51.023,710,640,11,25,1950,7,27,1953,1953,2,4,3,1,2,422612,717,,,423329,4
151,51,51.024,640,731,11,25,1950,7,27,1953,1950,4,1,1,3,2,717,316579,,,317296,4
151,51,51.024,640,731,11,25,1950,7,27,1953,1951,4,1,1,3,2,717,316579,,,317296,1
151,51,51.024,640,731,11,25,1950,7,27,1953,1952,4,1,1,3,2,717,316579,,,317296,2
151,51,51.024,640,731,11,25,1950,7,27,1953,1953,4,1,1,3,2,717,316579,,,317296,3
151,51,51.024,731,640,11,25,1950,7,27,1953,1950,1,4,3,1,2,316579,717,,,317296,2
151,51,51.024,731,640,11,25,1950,7,27,1953,1951,1,4,3,1,2,316579,717,,,317296,1
151,51,51.024,731,640,11,25,1950,7,27,1953,1952,1,4,3,1,2,316579,717,,,317296,3
151,51,51.024,731,640,11,25,1950,7,27,1953,1953,1,4,3,1,2,316579,717,,,317296,4
151,51,51.025,710,732,10,25,1950,7,27,1953,1950,2,3,1,3,2,422612,113248,,,535860,4
151,51,51.025,710,732,10,25,1950,7,27,1953,1951,2,3,1,3,2,422612,113248,,,535860,2
151,51,51.025,710,732,10,25,1950,7,27,1953,1952,2,3,1,3,2,422612,113248,,,535860,1
151,51,51.025,710,732,10,25,1950,7,27,1953,1953,2,3,1,3,2,422612,113248,,,535860,3
151,51,51.025,732,710,10,25,1950,7,27,1953,1950,3,2,3,1,2,113248,422612,,,535860,2
151,51,51.025,732,710,10,25,1950,7,27,1953,1951,3,2,3,1,2,113248,422612,,,535860,3
151,51,51.025,732,710,10,25,1950,7,27,1953,1952,3,2,3,1,2,113248,422612,,,535860,1
151,51,51.025,732,710,10,25,1950,7,27,1953,1953,3,2,3,1,2,113248,422612,,,535860,4
151,51,51.026,710,800,1,3,1951,7,27,1953,1951,2,4,3,1,2,422612,114,,,422726,1
151,51,51.026,710,800,1,3,1951,7,27,1953,1952,2,4,3,1,2,422612,114,,,422726,2
151,51,51.026,710,800,1,3,1951,7,27,1953,1953,2,4,3,1,2,422612,114,,,422726,3
151,51,51.026,800,710,1,3,1951,7,27,1953,1951,4,2,3,1,2,114,422612,,,422726,1
151,51,51.026,800,710,1,3,1951,7,27,1953,1952,4,2,3,1,2,114,422612,,,422726,3
151,51,51.026,800,710,1,3,1951,7,27,1953,1953,4,2,3,1,2,114,422612,,,422726,2
151,51,51.027,710,840,4,21,1951,7,27,1953,1951,2,4,3,1,2,422612,92,,,422704,1
151,51,51.027,710,840,4,21,1951,7,27,1953,1952,2,4,3,1,2,422612,92,,,422704,2
151,51,51.027,710,840,4,21,1951,7,27,1953,1953,2,4,3,1,2,422612,92,,,422704,3
151,51,51.027,840,710,4,21,1951,7,27,1953,1951,4,2,1,3,2,92,422612,,,422704,1
151,51,51.027,840,710,4,21,1951,7,27,1953,1952,4,2,1,3,2,92,422612,,,422704,3
151,51,51.027,840,710,4,21,1951,7,27,1953,1953,4,2,1,3,2,92,422612,,,422704,2
151,51,51.028,710,900,11,5,1950,7,27,1953,1950,2,4,3,1,2,422612,291,,,422903,2
151,51,51.028,710,900,11,5,1950,7,27,1953,1951,2,4,3,1,2,422612,291,,,422903,1
151,51,51.028,710,900,11,5,1950,7,27,1953,1952,2,4,3,1,2,422612,291,,,422903,4
151,51,51.028,710,900,11,5,1950,7,27,1953,1953,2,4,3,1,2,422612,291,,,422903,3
151,51,51.028,900,710,11,5,1950,7,27,1953,1950,4,2,1,3,2,291,422612,,,422903,2
151,51,51.028,900,710,11,5,1950,7,27,1953,1951,4,2,1,3,2,291,422612,,,422903,4
151,51,51.028,900,710,11,5,1950,7,27,1953,1952,4,2,1,3,2,291,422612,,,422903,3
151,51,51.028,900,710,11,5,1950,7,27,1953,1953,4,2,1,3,2,291,422612,,,422903,1
151,51,51.029,710,920,1,25,1951,7,27,1953,1951,1,4,3,1,2,422612,23,,,422635,2
151,51,51.029,710,920,1,25,1951,7,27,1953,1952,1,4,3,1,2,422612,23,,,422635,1
151,51,51.029,710,920,1,25,1951,7,27,1953,1953,1,4,3,1,2,422612,23,,,422635,3
151,51,51.029,920,710,1,25,1951,7,27,1953,1951,4,1,1,3,2,23,422612,,,422635,3
151,51,51.029,920,710,1,25,1951,7,27,1953,1952,4,1,1,3,2,23,422612,,,422635,1
151,51,51.029,920,710,1,25,1951,7,27,1953,1953,4,1,1,3,2,23,422612,,,422635,2
151,51,51.03,731,732,6,24,1950,7,27,1953,1950,1,3,1,3,2,316579,113248,,,429827,3
151,51,51.03,731,732,6,24,1950,7,27,1953,1951,1,3,1,3,2,316579,113248,,,429827,2
151,51,51.03,731,732,6,24,1950,7,27,1953,1952,1,3,1,3,2,316579,113248,,,429827,1
151,51,51.03,731,732,6,24,1950,7,27,1953,1953,1,3,1,3,2,316579,113248,,,429827,4
151,51,51.03,732,731,6,24,1950,7,27,1953,1950,3,1,3,1,2,113248,316579,,,429827,4
151,51,51.03,732,731,6,24,1950,7,27,1953,1951,3,1,3,1,2,113248,316579,,,429827,1
151,51,51.03,732,731,6,24,1950,7,27,1953,1952,3,1,3,1,2,113248,316579,,,429827,3
151,51,51.03,732,731,6,24,1950,7,27,1953,1953,3,1,3,1,2,113248,316579,,,429827,2
151,51,51.031,731,800,1,3,1951,7,27,1953,1951,1,4,3,1,2,316579,114,,,316693,3
151,51,51.031,731,800,1,3,1951,7,27,1953,1952,1,4,3,1,2,316579,114,,,316693,2
151,51,51.031,731,800,1,3,1951,7,27,1953,1953,1,4,3,1,2,316579,114,,,316693,1
151,51,51.031,800,731,1,3,1951,7,27,1953,1951,4,1,3,1,2,114,316579,,,316693,2
151,51,51.031,800,731,1,3,1951,7,27,1953,1952,4,1,3,1,2,114,316579,,,316693,3
151,51,51.031,800,731,1,3,1951,7,27,1953,1953,4,1,3,1,2,114,316579,,,316693,1
151,51,51.032,731,840,11,1,1950,7,27,1953,1950,1,4,3,1,2,316579,92,,,316671,3
151,51,51.032,731,840,11,1,1950,7,27,1953,1951,1,4,3,1,2,316579,92,,,316671,1
151,51,51.032,731,840,11,1,1950,7,27,1953,1952,1,4,3,1,2,316579,92,,,316671,2
151,51,51.032,731,840,11,1,1950,7,27,1953,1953,1,4,3,1,2,316579,92,,,316671,4
151,51,51.032,840,731,11,1,1950,7,27,1953,1950,4,1,1,3,2,92,316579,,,316671,2
151,51,51.032,840,731,11,1,1950,7,27,1953,1951,4,1,1,3,2,92,316579,,,316671,4
151,51,51.032,840,731,11,1,1950,7,27,1953,1952,4,1,1,3,2,92,316579,,,316671,1
151,51,51.032,840,731,11,1,1950,7,27,1953,1953,4,1,1,3,2,92,316579,,,316671,3
151,51,51.033,731,900,10,21,1950,7,27,1953,1950,1,4,3,1,2,316579,291,,,316870,4
151,51,51.033,731,900,10,21,1950,7,27,1953,1951,1,4,3,1,2,316579,291,,,316870,3
151,51,51.033,731,900,10,21,1950,7,27,1953,1952,1,4,3,1,2,316579,291,,,316870,1
151,51,51.033,731,900,10,21,1950,7,27,1953,1953,1,4,3,1,2,316579,291,,,316870,2
151,51,51.033,900,731,10,21,1950,7,27,1953,1950,4,1,1,3,2,291,316579,,,316870,1
151,51,51.033,900,731,10,21,1950,7,27,1953,1951,4,1,1,3,2,291,316579,,,316870,3
151,51,51.033,900,731,10,21,1950,7,27,1953,1952,4,1,1,3,2,291,316579,,,316870,4
151,51,51.033,900,731,10,21,1950,7,27,1953,1953,4,1,1,3,2,291,316579,,,316870,2
151,51,51.034,731,920,9,15,1950,7,27,1953,1950,1,4,3,1,2,316579,23,,,316602,2
151,51,51.034,731,920,9,15,1950,7,27,1953,1951,1,4,3,1,2,316579,23,,,316602,3
151,51,51.034,731,920,9,15,1950,7,27,1953,1952,1,4,3,1,2,316579,23,,,316602,4
151,51,51.034,731,920,9,15,1950,7,27,1953,1953,1,4,3,1,2,316579,23,,,316602,1
151,51,51.034,920,731,9,15,1950,7,27,1953,1950,4,1,1,3,2,23,316579,,,316602,3
151,51,51.034,920,731,9,15,1950,7,27,1953,1951,4,1,1,3,2,23,316579,,,316602,1
151,51,51.034,920,731,9,15,1950,7,27,1953,1952,4,1,1,3,2,23,316579,,,316602,2
151,51,51.034,920,731,9,15,1950,7,27,1953,1953,4,1,1,3,2,23,316579,,,316602,4
153,50,50.004,710,713,9,3,1954,4,23,1955,1954,1,3,1,1,1,1003,1367,,,2370,1
153,50,50.004,710,713,9,3,1954,4,23,1955,1955,1,3,1,1,1,1003,1367,,,2370,2
153,50,50.004,713,710,9,3,1954,4,23,1955,1954,3,1,3,1,3,1367,1003,,,2370,1
153,50,50.004,713,710,9,3,1954,4,23,1955,1955,3,1,3,1,3,1367,1003,,,2370,2
155,200,200.003,200,651,10,31,1956,11,6,1956,1956,2,3,1,3,3,20,3000,,,3020,1
155,200,200.003,651,200,10,31,1956,11,6,1956,1956,3,2,3,1,1,3000,20,,,3020,1
155,200,200.005,220,651,10,31,1956,11,6,1956,1956,2,3,1,3,3,10,3000,,,3010,1
155,200,200.005,651,220,10,31,1956,11,6,1956,1956,3,2,3,1,1,3000,10,,,3010,1
155,200,200.007,651,666,10,29,1956,11,6,1956,1956,3,1,3,1,3,3000,189,,,3189,1
155,200,200.007,666,651,10,29,1956,11,6,1956,1956,1,3,1,3,1,189,3000,,,3189,1
156,606,606.001,310,365,11,4,1956,11,14,1956,1956,3,1,3,1,3,2502,720,,,3222,1
156,606,606.001,365,310,11,4,1956,11,14,1956,1956,1,3,1,3,1,720,2502,,,3222,1
159,173,173.004,710,713,8,23,1958,11,23,1958,1958,1,3,1,3,2,300,1500,,,1800,1
159,173,173.004,713,710,8,23,1958,11,23,1958,1958,3,1,3,1,2,1500,300,,,1800,1
160,199,199.001,710,750,10,20,1962,11,21,1962,1962,1,3,1,3,1,500,1353,,,1853,1
160,199,199.001,750,710,10,20,1962,11,21,1962,1962,3,1,3,1,3,1353,500,,,1853,1
163,611,611.003,2,816,2,7,1965,1,27,1973,1965,1,3,1,3,1,58153,700000,,,758153,5
163,611,611.003,2,816,2,7,1965,1,27,1973,1966,1,3,1,3,1,58153,700000,,,758153,3
163,611,611.003,2,816,2,7,1965,1,27,1973,1967,1,3,1,3,1,58153,700000,,,758153,9
163,611,611.003,2,816,2,7,1965,1,27,1973,1968,1,3,1,3,1,58153,700000,,,758153,6
163,611,611.003,2,816,2,7,1965,1,27,1973,1969,1,3,1,3,1,58153,700000,,,758153,7
163,611,611.003,2,816,2,7,1965,1,27,1973,1970,1,3,1,3,1,58153,700000,,,758153,2
163,611,611.003,2,816,2,7,1965,1,27,1973,1971,1,3,1,3,1,58153,700000,,,758153,1
163,611,611.003,2,816,2,7,1965,1,27,1973,1972,1,3,1,3,1,58153,700000,,,758153,4
163,611,611.003,2,816,2,7,1965,1,27,1973,1973,1,3,1,3,1,58153,700000,,,758153,8
163,611,611.003,816,2,2,7,1965,1,27,1973,1965,3,1,3,1,3,700000,58153,,,758153,8
163,611,611.003,816,2,2,7,1965,1,27,1973,1966,3,1,3,1,3,700000,58153,,,758153,1
163,611,611.003,816,2,2,7,1965,1,27,1973,1967,3,1,3,1,3,700000,58153,,,758153,6
163,611,611.003,816,2,2,7,1965,1,27,1973,1968,3,1,3,1,3,700000,58153,,,758153,5
163,611,611.003,816,2,2,7,1965,1,27,1973,1969,3,1,3,1,3,700000,58153,,,758153,2
163,611,611.003,816,2,2,7,1965,1,27,1973,1970,3,1,3,1,3,700000,58153,,,758153,4
163,611,611.003,816,2,2,7,1965,1,27,1973,1971,3,1,3,1,3,700000,58153,,,758153,7
163,611,611.003,816,2,2,7,1965,1,27,1973,1972,3,1,3,1,3,700000,58153,,,758153,9
163,611,611.003,816,2,2,7,1965,1,27,1973,1973,3,1,3,1,3,700000,58153,,,758153,3
163,611,611.015,732,816,10,1,1965,1,27,1973,1965,2,3,1,3,3,4687,700000,7,,704687,5
163,611,611.015,732,816,10,1,1965,1,27,1973,1966,2,3,1,3,3,4687,700000,7,,704687,7
163,611,611.015,732,816,10,1,1965,1,27,1973,1967,2,3,1,3,3,4687,700000,7,,704687,6
163,611,611.015,732,816,10,1,1965,1,27,1973,1968,2,3,1,3,3,4687,700000,7,,704687,8
163,611,611.015,732,816,10,1,1965,1,27,1973,1969,2,3,1,3,3,4687,700000,7,,704687,1
163,611,611.015,732,816,10,1,1965,1,27,1973,1970,2,3,1,3,3,4687,700000,7,,704687,2
163,611,611.015,732,816,10,1,1965,1,27,1973,1971,2,3,1,3,3,4687,700000,7,,704687,9
163,611,611.015,732,816,10,1,1965,1,27,1973,1972,2,3,1,3,3,4687,700000,7,,704687,3
163,611,611.015,732,816,10,1,1965,1,27,1973,1973,2,3,1,3,3,4687,700000,7,,704687,4
163,611,611.015,816,732,10,1,1965,1,27,1973,1965,3,2,3,1,1,700000,4687,7,,704687,1
163,611,611.015,816,732,10,1,1965,1,27,1973,1966,3,2,3,1,1,700000,4687,7,,704687,9
163,611,611.015,816,732,10,1,1965,1,27,1973,1967,3,2,3,1,1,700000,4687,7,,704687,5
163,611,611.015,816,732,10,1,1965,1,27,1973,1968,3,2,3,1,1,700000,4687,7,,704687,3
163,611,611.015,816,732,10,1,1965,1,27,1973,1969,3,2,3,1,1,700000,4687,7,,704687,4
163,611,611.015,816,732,10,1,1965,1,27,1973,1970,3,2,3,1,1,700000,4687,7,,704687,2
163,611,611.015,816,732,10,1,1965,1,27,1973,1971,3,2,3,1,1,700000,4687,7,,704687,8
163,611,611.015,816,732,10,1,1965,1,27,1973,1972,3,2,3,1,1,700000,4687,7,,704687,6
163,611,611.015,816,732,10,1,1965,1,27,1973,1973,3,1,3,1,1,700000,4687,7,,704687,7
163,611,611.016,800,816,10,1,1967,4,17,1973,1967,2,3,1,3,3,700000,494,,,700494,4
163,611,611.016,800,816,10,1,1967,4,17,1973,1968,2,3,1,3,3,700000,494,,,700494,3
163,611,611.016,800,816,10,1,1967,4,17,1973,1969,2,3,1,3,3,700000,494,,,700494,7
163,611,611.016,800,816,10,1,1967,4,17,1973,1970,2,3,1,3,3,700000,494,,,700494,6
163,611,611.016,800,816,10,1,1967,4,17,1973,1971,2,3,1,3,3,700000,494,,,700494,5
163,611,611.016,800,816,10,1,1967,4,17,1973,1972,2,3,1,3,3,700000,494,,,700494,2
163,611,611.016,800,816,10,1,1967,4,17,1973,1973,2,3,1,3,3,700000,494,,,700494,1
163,611,611.016,816,800,10,1,1967,4,17,1973,1967,3,2,3,1,3,700000,494,,,700494,6
163,611,611.016,816,800,10,1,1967,4,17,1973,1968,3,2,3,1,3,700000,494,,,700494,5
163,611,611.016,816,800,10,1,1967,4,17,1973,1969,3,2,3,1,3,700000,494,,,700494,2
163,611,611.016,816,800,10,1,1967,4,17,1973,1970,3,2,3,1,3,700000,494,,,700494,1
163,611,611.016,816,800,10,1,1967,4,17,1973,1971,3,2,3,1,3,700000,494,,,700494,4
163,611,611.016,816,800,10,1,1967,4,17,1973,1972,3,2,3,1,3,700000,494,,,700494,3
163,611,611.016,816,800,10,1,1967,4,17,1973,1973,3,2,3,1,3,700000,494,,,700494,7
163,611,611.018,816,817,2,7,1965,4,30,1975,1965,3,1,3,1,3,700000,254257,,,954257,5
163,611,611.018,816,817,2,7,1965,4,30,1975,1966,3,1,3,1,3,700000,254257,,,954257,2
163,611,611.018,816,817,2,7,1965,4,30,1975,1967,3,1,3,1,3,700000,254257,,,954257,4
163,611,611.018,816,817,2,7,1965,4,30,1975,1968,3,1,3,1,3,700000,254257,,,954257,10
163,611,611.018,816,817,2,7,1965,4,30,1975,1969,3,1,3,1,3,700000,254257,,,954257,7
163,611,611.018,816,817,2,7,1965,4,30,1975,1970,3,1,3,1,3,700000,254257,,,954257,8
163,611,611.018,816,817,2,7,1965,4,30,1975,1971,3,1,3,1,3,700000,254257,,,954257,6
163,611,611.018,816,817,2,7,1965,4,30,1975,1972,3,1,3,1,3,700000,254257,,,954257,9
163,611,611.018,816,817,2,7,1965,4,30,1975,1973,3,1,3,1,3,700000,254257,,,954257,1
163,611,611.018,816,817,2,7,1965,4,30,1975,1974,3,1,3,1,3,700000,254257,,,954257,3
163,611,611.018,816,817,2,7,1965,4,30,1975,1975,3,1,3,1,3,700000,254257,,,954257,11
163,611,611.018,817,816,2,7,1965,4,30,1975,1965,1,3,3,1,1,254257,700000,,,954257,1
163,611,611.018,817,816,2,7,1965,4,30,1975,1966,1,3,3,1,1,254257,700000,,,954257,7
163,611,611.018,817,816,2,7,1965,4,30,1975,1967,1,3,3,1,1,254257,700000,,,954257,9
163,611,611.018,817,816,2,7,1965,4,30,1975,1968,1,3,3,1,1,254257,700000,,,954257,4
163,611,611.018,817,816,2,7,1965,4,30,1975,1969,1,3,3,1,1,254257,700000,,,954257,11
163,611,611.018,817,816,2,7,1965,4,30,1975,1970,1,3,3,1,1,254257,700000,,,954257,5
163,611,611.018,817,816,2,7,1965,4,30,1975,1971,1,3,3,1,1,254257,700000,,,954257,6
163,611,611.018,817,816,2,7,1965,4,30,1975,1972,1,3,3,1,1,254257,700000,,,954257,2
163,611,611.018,817,816,2,7,1965,4,30,1975,1973,1,3,3,1,1,254257,700000,,,954257,10
163,611,611.018,817,816,2,7,1965,4,30,1975,1974,1,3,3,1,1,254257,700000,,,954257,3
163,611,611.018,817,816,2,7,1965,4,30,1975,1975,1,3,3,1,1,254257,700000,,,954257,8
163,611,611.019,816,840,10,1,1966,12,13,1969,1966,3,2,3,1,3,700000,1000,,,701000,4
163,611,611.019,816,840,10,1,1966,12,13,1969,1967,3,2,3,1,3,700000,1000,,,701000,1
163,611,611.019,816,840,10,1,1966,12,13,1969,1968,3,2,3,1,3,700000,1000,,,701000,2
163,611,611.019,816,840,10,1,1966,12,13,1969,1969,3,2,3,1,3,700000,1000,,,701000,3
163,611,611.019,840,816,10,1,1966,12,13,1969,1966,2,3,1,3,1,1000,700000,,,701000,1
163,611,611.019,840,816,10,1,1966,12,13,1969,1967,2,3,1,3,1,1000,700000,,,701000,3
163,611,611.019,840,816,10,1,1966,12,13,1969,1968,2,3,1,3,1,1000,700000,,,701000,4
163,611,611.019,840,816,10,1,1966,12,13,1969,1969,2,3,1,3,1,1000,700000,,,701000,2
163,611,611.02,816,900,6,27,1965,3,12,1972,1965,3,2,3,1,3,700000,494,,,700494,2
163,611,611.02,816,900,6,27,1965,3,12,1972,1966,3,2,3,1,3,700000,494,,,700494,6
163,611,611.02,816,900,6,27,1965,3,12,1972,1967,3,2,3,1,3,700000,494,,,700494,1
