"","country","year","service","subservice","equipment_type","equipment_subtype","equipment_name","equipment_subname","unit_name","unit_count"
"344","india","1992","air force",NA,"aircraft",NA,"TPT",NA,"BAe-748","16"
"345","thailand","1992","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"346","thailand","1992","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"347","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"348","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"349","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"350","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"351","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"352","korea, dpr of","1992","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"353","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"354","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"355","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"356","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"357","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"358","korea, dpr of","1992","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"359","turkey","1993","army",NA,"aircraft",NA,"TPT","light","Cessna 206","8"
"360","thailand","1993","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"361","thailand","1993","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"362","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"363","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"364","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"365","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"366","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"367","korea, dpr of","1993","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"368","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"369","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"370","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"371","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"372","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"373","korea, dpr of","1993","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"374","turkey","1993","army",NA,"aircraft",NA,"TPT","light","Cessna 206","8"
"375","turkey","1993","air force",NA,"helicopters",NA,"TPT","light","Bell 20S (UH-lH
Iroquois)","21"
"376","turkey","1993","air force",NA,"helicopters",NA,"TPT","light","Bell 20S (UH-lH
Iroquois)","21"
"377","us","1994","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"378","us","1994","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"379","thailand","1994","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"380","thailand","1994","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"381","argentina","1996","air force","air operations command","aircraft",NA,"FGA/FTR",NA,"A-4B/C","16"
"382","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"383","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"384","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"385","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"386","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"387","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"388","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"389","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"390","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"391","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"392","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"393","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"394","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"395","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"396","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"397","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"398","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"399","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"400","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"401","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"402","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"403","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"404","us","1995","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"405","us","1995","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"406","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"407","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"408","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"409","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"410","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"411","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"412","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"413","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"414","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"415","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"416","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"417","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"418","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"419","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"420","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"421","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"422","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"423","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"424","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"425","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"426","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"427","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"428","thailand","1995","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"429","thailand","1995","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"430","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"431","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"432","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"433","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"434","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"435","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"436","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"437","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"438","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"439","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"440","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"441","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"442","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"443","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"444","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"445","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"446","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"447","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"448","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"449","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"450","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"451","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"452","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"453","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"454","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"455","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"456","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"457","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"458","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"459","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"460","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"461","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"462","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"463","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"464","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"465","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"466","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"467","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"468","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"469","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"470","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"471","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"472","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"473","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"474","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"475","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"476","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"477","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"478","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"479","korea, dpr of","1995","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"480","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"481","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"482","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"483","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"484","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"485","korea, dpr of","1995","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"486","argentina","1996","air force","air operations command","aircraft",NA,"FGA/FTR",NA,"A-4B/C","16"
"487","slovenia","1996","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"488","slovenia","1996","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"489","thailand","1996","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","7"
"490","thailand","1996","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","7"
"491","mexico","1996","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"492","mexico","1996","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"493","korea, dpr of","1996","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"494","korea, dpr of","1996","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"495","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"496","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"497","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"498","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"499","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"500","korea, dpr of","1996","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"501","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"502","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"503","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"504","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"505","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"506","korea, dpr of","1996","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"507","chad","1996","air force",NA,"aircraft",NA,"TPT",NA,"PC-6B","2"
"508","chad","1996","air force",NA,"aircraft",NA,"TPT",NA,"PC-6B","2"
"509","slovenia","1997","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"510","slovenia","1997","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"511","mexico","1997","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"512","mexico","1997","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"513","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"514","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"515","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"516","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"517","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"518","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"519","slovenia","1998","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"520","slovenia","1998","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"521","bolivia","1998","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"522","bolivia","1998","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"523","mexico","1998","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"524","mexico","1998","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"525","iceland","1999","paramilitary","coast guard","patrol and coastal combatants","inshore","PCI",NA,"PCI<","1"
"526","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"527","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"528","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"529","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","300"
"530","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"531","korea, dpr of","1998","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"532","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"533","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"534","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"535","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","300"
"536","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"537","korea, dpr of","1998","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"538","bangladesh","1999","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"539","bangladesh","1999","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"540","bangladesh","1999","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"541","bangladesh","1999","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"542","bolivia","1999","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"543","bolivia","1999","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"544","iceland","1999","paramilitary","coast guard","patrol and coastal combatants","inshore","PCI",NA,"PCI<","1"
"545","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"546","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"547","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"548","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"549","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"550","korea, dpr of","1999","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"551","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"552","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"553","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"554","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"555","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"556","korea, dpr of","1999","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"557","mexico","1999","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"558","mexico","1999","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"559","new zealand","1999","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"560","new zealand","1999","navy",NA,"logistics and support",NA,"TRG",NA,NA,"1"
"561","slovenia","1999","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"562","slovenia","1999","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"563","bangladesh","2000","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"564","bangladesh","2000","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"565","bangladesh","2000","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"566","bangladesh","2000","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"567","bolivia","2000","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"568","bolivia","2000","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"569","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"570","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"571","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"572","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"573","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"574","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"575","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"576","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"577","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"578","korea, dpr of","2000","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"579","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"580","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"581","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"582","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"583","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"584","korea, dpr of","2000","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"585","slovenia","2000","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"586","slovenia","2000","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"587","us","2000","navy","aviation","aircraft",NA,"TRG",NA,"TA-4J Skyhawk","9"
"588","us","2000","navy","aviation","aircraft",NA,"TRG",NA,"TA-4J Skyhawk","9"
"589","argentina","2002","air force","air operations command","aircraft",NA,"TKR",NA,"IA-50","3"
"590","bangladesh","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"591","bangladesh","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"592","bangladesh","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"593","bangladesh","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"1"
"594","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"595","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"596","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"597","france","2001","navy",NA,"mine warfare",NA,"MCCS",NA,"Loire","1"
"598","france","2001","navy",NA,"mine warfare",NA,"MCCS",NA,"Loire","1"
"599","india","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"600","india","2001","navy",NA,"logistics and support",NA,"AOT",NA,NA,"3"
"601","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"602","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"603","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"604","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"605","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"606","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"607","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"608","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"609","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"610","korea, dpr of","2001","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"611","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"612","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"613","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"614","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"615","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"616","korea, dpr of","2001","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
