"","country","year","service","subservice","equipment_type","equipment_subtype","equipment_name","equipment_subname","unit_name","unit_count"
"178","taiwan","1991","air force",NA,"aircraft",NA,"TRG",NA,"T-34C Turbo Mentor","42"
"179","thailand","1990","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"180","thailand","1990","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"181","turkey","1990","army",NA,"artillery",NA,"SP","107mm","M-30","1250"
"182","turkey","1990","army",NA,"artillery",NA,"SP","107mm","M-30","1250"
"183","india","1991","air force",NA,"aircraft",NA,"TPT",NA,"BAe-748","16"
"184","india","1991","air force",NA,"aircraft",NA,"TPT",NA,"BAe-748","16"
"185","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"M48A5","309"
"186","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"M-24 Chaffee (90mm gun)","275"
"187","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"M-41/Type-64","675"
"188","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M-2 half-track","40"
"189","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M113","650"
"190","taiwan","1991","army",NA,"armoured fighting vehicles",NA,"APC","APC (W)","LAV-150 Commando","300"
"191","taiwan","1991","army",NA,"artillery",NA,"TOWED","105mm","T-64 (M101)","650"
"192","taiwan","1991","army",NA,"artillery",NA,"TOWED","155mm","M-59","90"
"193","taiwan","1991","army",NA,"artillery",NA,"TOWED","155mm","T-65 (M114)","250"
"194","taiwan","1991","army",NA,"artillery",NA,"TOWED","203mm","M115","70"
"195","taiwan","1991","army",NA,"artillery",NA,"SP","105mm","M108","100"
"196","taiwan","1991","army",NA,"artillery",NA,"SP","155mm","T-69","45"
"197","taiwan","1991","army",NA,"artillery",NA,"SP","155mm","M109A2/A5","110"
"198","taiwan","1991","army",NA,"artillery",NA,"SP","203mm","M110","60"
"199","taiwan","1991","army",NA,"anti-tank/anti-infrastructure","RCL",NA,"106mm","M40A1/Type 51","500"
"200","taiwan","1991","army",NA,"artillery","GUNS",NA,"76mm","M-18 SP","150"
"201","taiwan","1991","army",NA,"artillery","GUNS",NA,"40mm","M-42 SP, Bofors","400"
"202","taiwan","1991","army",NA,"aircraft",NA,"UTL",NA,"O-1","20"
"203","taiwan","1991","navy",NA,"submarines",NA,"SSK","tactical","Hai Lung","2"
"204","taiwan","1991","navy",NA,"submarines",NA,"SSK","tactical","Hai Shih","2"
"205","taiwan","1991","navy",NA,"principal surface combatants","destroyers","DD",NA,"Po Yang","6"
"206","taiwan","1991","navy",NA,"principal surface combatants","destroyers","DD",NA,"Kun Yangg","4"
"207","taiwan","1991","navy",NA,"principal surface combatants","frigates","FF",NA,"Tai Yuan","1"
"208","taiwan","1991","navy",NA,"patrol and coastal combatants",NA,"PFM",NA,"Lung Chiang","2"
"209","taiwan","1991","navy",NA,"patrol and coastal combatants",NA,"PFM",NA,"Hai Ou","50"
"210","taiwan","1991","navy",NA,"patrol and coastal combatants",NA,"PFM",NA,"Ping Jin","3"
"211","taiwan","1991","navy",NA,"mine warfare",NA,"MSC",NA,"Yung Chou","8"
"212","taiwan","1991","navy",NA,"amphibious",NA,"LCC",NA,"Kao Hsiung","1"
"213","taiwan","1991","navy",NA,"amphibious","landing ships","LSM",NA,"Mei Lo","4"
"214","taiwan","1991","navy","naval aviation","aircraft",NA,"MR",NA,"S-2E Tracker","25"
"215","taiwan","1991","navy","naval aviation","aircraft",NA,"MR",NA,"S-2G Tracker","7"
"216","taiwan","1991","air force",NA,"aircraft",NA,"FGA/FTR",NA,"F-5B","8"
"217","taiwan","1991","air force",NA,"aircraft",NA,"FGA/FTR",NA,"F-5F","55"
"218","taiwan","1991","air force",NA,"aircraft",NA,"FGA/FTR",NA,"F-104D/DJ","8"
"219","taiwan","1991","air force",NA,"aircraft",NA,"FGA/FTR",NA,"TF-104G","33"
"220","taiwan","1991","air force",NA,"aircraft",NA,"RECCE",NA,"RF-104G","3"
"221","taiwan","1991","air force",NA,"aircraft",NA,"SAR",NA,"HU-16B","8"
"222","taiwan","1991","air force",NA,"aircraft",NA,"SAR",NA,"S-70","12"
"223","taiwan","1991","air force",NA,"aircraft",NA,"SAR",NA,"UH-1H","12"
"224","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-47","8"
"225","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-54","2"
"226","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-118B","1"
"227","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"DC-6B","1"
"228","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-123B/K","10"
"229","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-130H Hercules","12"
"230","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"Beech 1900","12"
"231","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"B-707-720B","1"
"232","taiwan","1991","air force",NA,"aircraft",NA,"TPT",NA,"B-727-100","4"
"233","taiwan","1991","air force",NA,"helicopters",NA,"SPT",NA,"CH-34","5"
"234","taiwan","1991","air force",NA,"helicopters",NA,"UTL",NA,"S-62A (VIP)","1"
"235","taiwan","1991","air force",NA,"aircraft",NA,"TRG",NA,"AT-3A/B Tzu-Chung","60"
"236","taiwan","1991","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"237","taiwan","1991","air force",NA,"aircraft",NA,"TRG",NA,"T-34C Turbo Mentor","42"
"238","thailand","1991","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"239","thailand","1991","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"240","philippines","1991","army",NA,"artillery",NA,"TOWED","105mm","M101/M102/M-26/M-56","230"
"241","philippines","1991","army",NA,"artillery",NA,"TOWED","155mm","M114/M-68","12"
"242","philippines","1991","army",NA,"artillery","MOR",NA,"107mm","M-30","40"
"243","philippines","1991","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Rizal","2"
"244","philippines","1991","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Miguel Malvar","5"
"245","philippines","1991","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Magat Salamat","1"
"246","philippines","1991","navy",NA,"patrol and coastal combatants",NA,"PCC",NA,"Kagitingan","4"
"247","philippines","1991","navy","naval aviation","aircraft",NA,"MR/SAR",NA,"BN-2A Defender","5"
"248","philippines","1991","navy","naval aviation","aircraft",NA,"MR/SAR",NA,"Islander","1"
"249","philippines","1991","navy","naval aviation","helicopters",NA,"SAR",NA,"Bo-105","12"
"250","philippines","1991","navy","marines","armoured fighting vehicles",NA,"AAV",NA,"LVTP-5","30"
"251","philippines","1991","navy","marines","armoured fighting vehicles",NA,"AAV",NA,"LVTP-7","55"
"252","philippines","1991","navy","marines","artillery",NA,"TOWED","105mm","M101","150"
"253","philippines","1991","air force",NA,"aircraft",NA,"FTR",NA,"F-5A/B","9"
"254","philippines","1991","air force",NA,"aircraft",NA,"ATK/RECCE",NA,"T-28D","8"
"255","philippines","1991","air force",NA,"helicopters",NA,"MRH",NA,"Bell UH-1H/M","55"
"256","philippines","1991","air force",NA,"helicopters",NA,"TPT",NA,"AUH-76","16"
"257","philippines","1991","air force",NA,"aircraft",NA,"MR",NA,"F-27M","2"
"258","philippines","1991","air force",NA,"aircraft",NA,"ATK/RECCE",NA,"RT-33A","3"
"259","philippines","1991","air force",NA,"aircraft",NA,"SAR",NA,"UH-16","4"
"260","philippines","1991","air force",NA,"aircraft",NA,"SAR",NA,"Bo-105C","10"
"261","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"F-27","1"
"262","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"F-28","1"
"263","philippines","1991","air force",NA,"helicopters",NA,"UTL",NA,"Bell 212","1"
"264","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"S-70A","2"
"265","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"SA-330","2"
"266","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-130H","3"
"267","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"L-100-20","3"
"268","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"C-47","3"
"269","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"F-27-200","7"
"270","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"BN-2 Islander","10"
"271","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"N-22B Nomal Missionmaster","9"
"272","philippines","1991","air force",NA,"helicopters",NA,"MRH",NA,"Bell 205","15"
"273","philippines","1991","air force",NA,"helicopters",NA,"TPT",NA,"UH-1H","17"
"274","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"Cessna 180","6"
"275","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"Cessna 210","2"
"276","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"Cessna 310","1"
"277","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"DHC-2","5"
"278","philippines","1991","air force",NA,"aircraft",NA,"TPT",NA,"U-17A/B","15"
"279","philippines","1991","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","5"
"280","philippines","1991","air force",NA,"aircraft",NA,"TRG",NA,"RT-33","3"
"281","philippines","1991","air force",NA,"aircraft",NA,"TRG",NA,"T-41D Mescalero","20"
"282","philippines","1991","air force",NA,"aircraft",NA,"TRG",NA,"SF- 260MP","14"
"283","philippines","1991","air force",NA,"aircraft",NA,"TRG",NA,"SF-260WP","9"
"284","oman","1991","royal household","royal flight","aircraft",NA,"TPT","PAX","Gulfstream IV","2"
"285","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"286","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"287","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"288","korea, dpr of","1991","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"289","korea, dpr of","1991","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"290","korea, dpr of","1991","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"291","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"292","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"293","korea, dpr of","1991","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"294","korea, dpr of","1991","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"295","korea, dpr of","1991","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"296","korea, dpr of","1991","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"297","india","1992","air force",NA,"aircraft",NA,"TPT",NA,"BAe-748","16"
"298","india","1992","air force",NA,"aircraft",NA,"TPT",NA,"BAe-748","16"
"299","thailand","1992","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"300","thailand","1992","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"301","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"302","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"303","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"304","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"305","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"306","korea, dpr of","1992","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"307","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","60"
"308","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","medium","Z-5","30"
"309","korea, dpr of","1992","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","100"
"310","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","72"
"311","korea, dpr of","1992","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","32"
"312","korea, dpr of","1992","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","72"
"313","turkey","1993","army",NA,"aircraft",NA,"TPT","light","Cessna 206","8"
"314","thailand","1993","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"315","thailand","1993","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"316","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"317","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"318","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"319","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"320","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"321","korea, dpr of","1993","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"322","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"323","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"324","korea, dpr of","1993","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"325","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"326","korea, dpr of","1993","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"327","korea, dpr of","1993","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"328","turkey","1993","army",NA,"aircraft",NA,"TPT","light","Cessna 206","8"
"329","turkey","1993","air force",NA,"helicopters",NA,"TPT","light","Bell 20S (UH-lH
Iroquois)","21"
"330","turkey","1993","air force",NA,"helicopters",NA,"TPT","light","Bell 20S (UH-lH
Iroquois)","21"
"331","us","1994","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"332","us","1994","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"333","thailand","1994","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"334","thailand","1994","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"335","argentina","1996","air force","air operations command","aircraft",NA,"FGA/FTR",NA,"A-4B/C","16"
"336","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"337","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"338","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"339","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"340","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"341","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"342","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"343","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"344","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"345","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"346","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"347","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"348","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"349","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"350","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"351","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"352","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"353","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"354","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"355","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"356","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"357","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"358","us","1995","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"359","us","1995","air force","air education and training command","aircraft",NA,"TAC",NA,"OC-135","3"
"360","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"361","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"362","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"363","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"364","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"365","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"366","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"367","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"368","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"369","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"370","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"371","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"372","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"373","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"374","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"375","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"376","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"377","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"378","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"379","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"380","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"381","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"382","thailand","1995","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"383","thailand","1995","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","8"
"384","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"385","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"386","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"387","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"388","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"389","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"390","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"391","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"392","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"393","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"394","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"395","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"396","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"397","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"398","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"399","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"400","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"401","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"402","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"403","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"404","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"405","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"406","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-47 (tpt)","4"
"407","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130H (tpt)","10"
"408","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"C-130B (tpt)","7"
"409","greece","1995","air force",NA,"aircraft",NA,"SPT",NA,"CL-215","10"
"410","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Do-28 (tpt)","12"
"411","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"Gulfstream I","1"
"412","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-2","36"
"413","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-33A","30"
"414","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-37B/C (trg)","29"
"415","greece","1995","air force",NA,"aircraft",NA,"TRG",NA,"T-41D","19"
"416","greece","1995","air force",NA,"aircraft",NA,"TPT",NA,"YS-11-200 (tpt)","6"
"417","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-205A","14"
"418","greece","1995","air force",NA,"helicopters",NA,"TPT",NA,"AB-206","1"
"419","greece","1995","air force",NA,"helicopters",NA,"UTL",NA,"AB-212 (VIP, tpt)","4"
"420","greece","1995","air force",NA,"helicopters",NA,"MRH",NA,"Bell 47G","5"
"421","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Nile Hercules","36"
"422","greece","1995","air force",NA,"surface-to-surface missile launchers","missiles","SAM",NA,"Sparrow","40"
"423","greece","1995","paramilitary","gendarmerie","armoured fighting vehicles",NA,"APC",NA,"UR-416","15"
"424","greece","1995","paramilitary","gendarmerie","helicopters",NA,"TRG",NA,"NH-300","6"
"425","greece","1995","paramilitary","coast guard and customs","patrol and coastal combatants",NA,"PC",NA,"Patrol craft","100"
"426","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","Cessna 172RG Cutlass","2"
"427","greece","1995","paramilitary","coast guard and customs","aircraft",NA,"TPT","light","TB-20 Trinidad","2"
"428","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"429","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"430","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"431","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"432","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"433","korea, dpr of","1995","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"434","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"435","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"436","korea, dpr of","1995","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"437","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"438","korea, dpr of","1995","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"439","korea, dpr of","1995","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"440","argentina","1996","air force","air operations command","aircraft",NA,"FGA/FTR",NA,"A-4B/C","16"
"441","slovenia","1996","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"442","slovenia","1996","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"443","thailand","1996","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","7"
"444","thailand","1996","navy","naval aviation","helicopters",NA,"UTL",NA,"Bell 212","7"
"445","mexico","1996","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"446","mexico","1996","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"447","korea, dpr of","1996","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"448","korea, dpr of","1996","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"449","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"450","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"451","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"452","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"453","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"454","korea, dpr of","1996","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"455","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"456","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"457","korea, dpr of","1996","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","140"
"458","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","240"
"459","korea, dpr of","1996","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"460","korea, dpr of","1996","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"461","chad","1996","air force",NA,"aircraft",NA,"TPT",NA,"PC-6B","2"
"462","chad","1996","air force",NA,"aircraft",NA,"TPT",NA,"PC-6B","2"
"463","chile","1997","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"M-4A3","100"
