"","country","year","service","subservice","equipment_type","equipment_subtype","equipment_name","equipment_subname","unit_name","unit_count"
"464","chile","1997","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"AMX-30","30"
"465","chile","1997","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"Cascavel EE-9","50"
"466","chile","1997","army",NA,"artillery",NA,"TOWED","105mm","M101","66"
"467","chile","1997","army",NA,"artillery",NA,"TOWED","155mm","M-71","12"
"468","chile","1997","army",NA,"artillery","MOR",NA,"81mm","M-29","300"
"469","chile","1997","army",NA,"artillery","MOR",NA,"107mm","M-30","15"
"470","chile","1997","army",NA,"artillery","MOR",NA,"120mm","FAMAE","125"
"471","chile","1997","army",NA,"air defence",NA,"SAM","MANPAD","Blowpipe","50"
"472","chile","1997","army",NA,"aircraft",NA,"TPT","light","DHC-6","4"
"473","chile","1997","army",NA,"aircraft",NA,"TPT","light","Cessna 208 Caravan","3"
"474","chile","1997","army",NA,"aircraft",NA,"TPT","light","Cessna R172","16"
"475","chile","1997","army",NA,"aircraft",NA,"TPT","PAX","Citation VIP","1"
"476","chile","1997","navy",NA,"submarines",NA,"SSK","tactical","O'Higgins (Scorpene)","2"
"477","chile","1997","navy",NA,"submarines",NA,"SSK","tactical","Thompson (GER T-209/1300)","2"
"478","chile","1997","navy",NA,"principal surface combatants","frigates","FFGHM",NA,"Almirante Riveros (NLD Karel Doorman-class)","1"
"479","chile","1997","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Casma (ISR Sa'ar 4)","3"
"480","chile","1997","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Grumete Diaz","10"
"481","chile","1997","navy",NA,"amphibious","landing ships","LST",NA,"Valdivia","1"
"482","chile","1997","navy",NA,"logistics and support",NA,"AOR",NA,"Araucano","1"
"483","chile","1997","navy","naval aviation","helicopters",NA,"TPT","light","Bell 206","6"
"484","chile","1997","navy","naval aviation","helicopters",NA,"MRH",NA,"HH-65 Dauphin","3"
"485","chile","1997","navy","marines","armoured fighting vehicles",NA,"LT TK",NA,"Scorpion","12"
"486","chile","1997","navy","coast guard","patrol and coastal combatants",NA,"PB",NA,"Rodman","15"
"487","chile","1997","air force",NA,"aircraft",NA,"AEWandC",NA,"IAI-707 Phalcon","1"
"488","chile","1997","air force",NA,"aircraft",NA,"ISR",NA,"Learjet 35A","2"
"489","chile","1997","air force",NA,"aircraft",NA,"TKR",NA,"Beech A-100 King Air","1"
"490","chile","1997","air force",NA,"aircraft",NA,"TPT","light","C-212","4"
"491","chile","1997","air force",NA,"aircraft",NA,"TPT","light","DHC-6 (2-100, 10-300)","6"
"492","chile","1997","air force",NA,"aircraft",NA,"TPT","light","PA -28-140 Cherokee","15"
"493","chile","1997","air force",NA,"aircraft",NA,"TPT","PAX","Gulfstream IV","1"
"494","chile","1997","air force",NA,"aircraft",NA,"TRG",NA,"Beech 99A","9"
"495","chile","1997","air force",NA,"aircraft",NA,"TRG",NA,"Beechcraft 200 (VIP)","1"
"496","chile","1997","air force",NA,"aircraft",NA,"TPT","light","Cessna 525 Citation CJ1","5"
"497","chile","1997","paramilitary","carabineros","armoured fighting vehicles",NA,"APC","APC (W)","MOWAG Roland","20"
"498","chile","1997","paramilitary","carabineros","helicopters",NA,"TPT","light","Bell 206 Jet Ranger","2"
"499","chile","1997","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"AMX-30","30"
"500","chile","1997","army",NA,"armoured fighting vehicles",NA,"MBT",NA,"M-4A3","100"
"501","chile","1997","army",NA,"armoured fighting vehicles",NA,"AIFV",NA,"Cascavel EE-9","50"
"502","chile","1997","army",NA,"artillery",NA,"TOWED","105mm","M101","66"
"503","chile","1997","army",NA,"artillery",NA,"TOWED","155mm","M-71","12"
"504","chile","1997","army",NA,"artillery","MOR",NA,"81mm","M-29","300"
"505","chile","1997","army",NA,"artillery","MOR",NA,"107mm","M-30","15"
"506","chile","1997","army",NA,"artillery","MOR",NA,"120mm","FAMAE","125"
"507","chile","1997","army",NA,"aircraft",NA,"TPT","light","DHC-6","4"
"508","chile","1997","army",NA,"aircraft",NA,"TPT","light","Cessna 208 Caravan","3"
"509","chile","1997","army",NA,"aircraft",NA,"TPT","light","Cessna R172","16"
"510","chile","1997","army",NA,"aircraft",NA,"TPT","PAX","Citation VIP","1"
"511","chile","1997","army",NA,"air defence",NA,"SAM","MANPAD","Blowpipe","50"
"512","chile","1997","navy",NA,"submarines",NA,"SSK","tactical","O'Higgins (Scorpene)","2"
"513","chile","1997","navy",NA,"submarines",NA,"SSK","tactical","Thompson (GER T-209/1300)","2"
"514","chile","1997","navy",NA,"principal surface combatants","frigates","FFGHM",NA,"Almirante Riveros (NLD Karel Doorman-class)","1"
"515","chile","1997","navy",NA,"patrol and coastal combatants",NA,"PCG",NA,"Casma (ISR Sa'ar 4)","3"
"516","chile","1997","navy",NA,"patrol and coastal combatants",NA,"PCO",NA,"Grumete Diaz","10"
"517","chile","1997","navy",NA,"amphibious","landing ships","LST",NA,"Valdivia","1"
"518","chile","1997","navy",NA,"logistics and support",NA,"AOR",NA,"Araucano","1"
"519","chile","1997","navy","naval aviation","helicopters",NA,"TPT","light","Bell 206","6"
"520","chile","1997","navy","naval aviation","helicopters",NA,"MRH",NA,"HH-65 Dauphin","3"
"521","chile","1997","navy","marines","armoured fighting vehicles",NA,"LT TK",NA,"Scorpion","12"
"522","chile","1997","navy","coast guard","patrol and coastal combatants",NA,"PB",NA,"Rodman","15"
"523","chile","1997","air force",NA,"aircraft",NA,"AEWandC",NA,"IAI-707 Phalcon","1"
"524","chile","1997","air force",NA,"aircraft",NA,"ISR",NA,"Learjet 35A","2"
"525","chile","1997","air force",NA,"aircraft",NA,"TKR",NA,"Beech A-100 King Air","1"
"526","chile","1997","air force",NA,"aircraft",NA,"TPT","light","C-212","4"
"527","chile","1997","air force",NA,"aircraft",NA,"TPT","light","DHC-6 (2-100, 10-300)","6"
"528","chile","1997","air force",NA,"aircraft",NA,"TPT","light","PA -28-140 Cherokee","15"
"529","chile","1997","air force",NA,"aircraft",NA,"TPT","PAX","Gulfstream IV","1"
"530","chile","1997","air force",NA,"aircraft",NA,"TRG",NA,"Beech 99A","9"
"531","chile","1997","air force",NA,"aircraft",NA,"TRG",NA,"Beechcraft 200 (VIP)","1"
"532","chile","1997","air force",NA,"aircraft",NA,"TPT","light","Cessna 525 Citation CJ1","5"
"533","chile","1997","paramilitary","carabineros","armoured fighting vehicles",NA,"APC","APC (W)","MOWAG Roland","20"
"534","chile","1997","paramilitary","carabineros","helicopters",NA,"TPT","light","Bell 206 Jet Ranger","2"
"535","slovenia","1997","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"536","slovenia","1997","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"537","mexico","1997","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"538","mexico","1997","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"539","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"540","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"541","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"542","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"543","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"544","korea, dpr of","1997","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"545","slovenia","1998","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"546","slovenia","1998","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"547","bolivia","1998","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"548","bolivia","1998","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"549","mexico","1998","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"550","mexico","1998","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"551","iceland","1999","paramilitary","coast guard","patrol and coastal combatants","inshore","PCI",NA,"PCI<","1"
"552","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"553","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"554","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"555","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","300"
"556","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"557","korea, dpr of","1998","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"558","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"559","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"560","korea, dpr of","1998","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"561","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","300"
"562","korea, dpr of","1998","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","36"
"563","korea, dpr of","1998","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","24"
"564","bolivia","1999","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"565","bolivia","1999","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"566","iceland","1999","paramilitary","coast guard","patrol and coastal combatants","inshore","PCI",NA,"PCI<","1"
"567","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"568","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"569","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"570","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"571","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"572","korea, dpr of","1999","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"573","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"574","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"575","korea, dpr of","1999","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"576","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"577","korea, dpr of","1999","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"578","korea, dpr of","1999","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"579","mexico","1999","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"580","mexico","1999","air force",NA,"helicopters",NA,"UTL",NA,"UH-60","2"
"581","slovenia","1999","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"582","slovenia","1999","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"583","bolivia","2000","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"584","bolivia","2000","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"585","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"586","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"587","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"588","korea, dpr of","2000","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"589","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"590","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"591","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"592","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"593","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"594","korea, dpr of","2000","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"595","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"596","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"597","korea, dpr of","2000","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"598","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"599","korea, dpr of","2000","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"600","korea, dpr of","2000","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"601","slovenia","2000","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"602","slovenia","2000","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"603","us","2000","navy","aviation","aircraft",NA,"TRG",NA,"TA-4J Skyhawk","9"
"604","us","2000","navy","aviation","aircraft",NA,"TRG",NA,"TA-4J Skyhawk","9"
"605","argentina","2002","air force","air operations command","aircraft",NA,"TKR",NA,"IA-50","3"
"606","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"607","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"608","bolivia","2001","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"609","france","2001","navy",NA,"mine warfare",NA,"MCCS",NA,"Loire","1"
"610","france","2001","navy",NA,"mine warfare",NA,"MCCS",NA,"Loire","1"
"611","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"612","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"613","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"614","korea, dpr of","2001","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"615","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"616","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"617","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"618","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"619","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"620","korea, dpr of","2001","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"621","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"622","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"623","korea, dpr of","2001","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"624","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","45"
"625","korea, dpr of","2001","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"626","korea, dpr of","2001","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"627","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"Scorpion-90","26"
"628","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"SIBMAS","162"
"629","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"Scorpion-90","26"
"630","malaysia","2001","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"SIBMAS","162"
"631","slovenia","2001","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"632","slovenia","2001","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"633","argentina","2002","air force","air operations command","aircraft",NA,"TKR",NA,"IA-50","3"
"634","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"635","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"636","bolivia","2002","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"637","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"638","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"639","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"640","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","15"
"641","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","2"
"642","korea, dpr of","2002","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"643","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Mi-8 Hip/Mi-17 Hip H","15"
"644","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","medium","Z-5","48"
"645","korea, dpr of","2002","air force",NA,"helicopters",NA,"TPT","light","PZL Mi-2 Hoplite","139"
"646","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","15"
"647","korea, dpr of","2002","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","2"
"648","korea, dpr of","2002","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"649","slovenia","2002","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"650","slovenia","2002","army","air element","surface-to-surface missile launchers","missiles","SAM",NA,"SP","9"
"651","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"SK-105A1 Kuerassier","36"
"652","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"EE-9 Cascavel","24"
"653","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M113","18"
"654","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"655","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"656","bolivia","2003","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"657","france","2003","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"658","france","2003","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"659","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25","1"
"660","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25K","5"
"661","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25UB","1"
"662","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"663","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"664","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Sariwon","4"
"665","korea, dpr of","2003","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"666","united kingdom","2003","navy","naval aviation (fleet air arm)","aircraft",NA,"TRG",NA,"Hawk","14"
"667","united kingdom","2003","navy","naval aviation (fleet air arm)","aircraft",NA,"TRG",NA,"Hawk","14"
"668","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"LT TK",NA,"SK-105A1 Kuerassier","36"
"669","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"RECCE",NA,"EE-9 Cascavel","24"
"670","bolivia","2004","army",NA,"armoured fighting vehicles",NA,"APC(T)",NA,"M113","18"
"671","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"672","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"673","bolivia","2004","air force",NA,"aircraft",NA,"TRG/COIN",NA,"PC-7","19"
"674","france","2004","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"675","france","2004","strategic nuclear forces","navy","submarines",NA,"SSBN","strategic","L'Inflexible","1"
"676","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25","1"
"677","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25K","5"
"678","georgia","2004","air force",NA,"aircraft",NA,"ATK",NA,"SU-25UB","1"
"679","korea, dpr of","2004","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"680","korea, dpr of","2004","navy",NA,"patrol and coastal combatants","missile craft","FS",NA,"Tral","2"
"681","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","40"
"682","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"683","korea, dpr of","2004","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"684","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","40"
"685","korea, dpr of","2004","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-125 Pechora (SA-3 Goa)","7"
"686","korea, dpr of","2004","air force",NA,"air defence",NA,"STATIC/SHELTER",NA,"S-200 (SA-5 Gammon)","2"
"687","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PCO",NA,"Bahamas","2"
"688","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Cape","1"
"689","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Keith Nelson","1"
"690","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PFC",NA,"Protector","3"
"691","korea, dpr of","2005","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","760"
"692","korea, dpr of","2005","air force",NA,"surface-to-surface missile launchers","missiles","TOWED","","S-75 Dvina (SA-2 Guideline)","760"
"693","russia","2005","strategic deterrent forces","navy","submarines",NA,"SSBN","strategic","Delta IV","3"
"694","russia","2005","strategic deterrent forces","navy","submarines",NA,"SSBN","strategic","Delta IV","3"
"695","united kingdom","2005","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"696","united kingdom","2005","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"697","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PCO",NA,"Bahamas","2"
"698","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants",NA,"PFC",NA,"Protector","3"
"699","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Cape","1"
"700","bahamas","2006","royal bahamian defence force",NA,"patrol and coastal combatants","inshore","PCI",NA,"Keith Nelson","1"
"701","china","2006","army",NA,"artillery",NA,"SP","122mm","Type-89","500"
"702","china","2006","army",NA,"artillery",NA,"SP","122mm","Type-89","500"
"703","finland","2007","navy",NA,"logistics and support",NA,"AGB",NA,"Icebreaker","7"
"704","france","2006","strategic nuclear forces","air force","aircraft",NA,"TRG",NA,"Mystere 20","2"
"705","france","2006","strategic nuclear forces","air force","aircraft",NA,"TRG",NA,"Mystere 20","2"
"706","taiwan","2006","navy",NA,"patrol and coastal combatants",NA,"PTG",NA,"Kwang Hua","1"
"707","taiwan","2006","navy",NA,"patrol and coastal combatants",NA,"PTG",NA,"Kwang Hua","1"
"708","united kingdom","2006","army",NA,"radars","space-based systems","EW",NA,"MAMBA","4"
"709","united kingdom","2006","army",NA,"radars","space-based systems","EW",NA,"MAMBA","4"
"710","united kingdom","2006","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"711","united kingdom","2006","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"712","united kingdom","2006","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"713","united kingdom","2006","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"714","finland","2007","navy",NA,"logistics and support",NA,"AGB",NA,"Icebreaker","7"
"715","united kingdom","2007","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"716","united kingdom","2007","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"717","united kingdom","2007","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"718","united kingdom","2007","air force",NA,"aircraft",NA,"TPT",NA,"Beech 200 Super King Air","7"
"719","colombia","2008","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","9"
"720","colombia","2008","air force",NA,"aircraft",NA,"ATK",NA,"A-37BDragonfly/OA-37BDragonfly","9"
"721","colombia","2008","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"722","colombia","2008","air force",NA,"helicopters",NA,"MRH",NA,"UH-1H","6"
"723","denmark","2008","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"724","denmark","2008","reserves","home guard (army)","patrol and coastal combatants",NA,"PC",NA,"MHV900","6"
"725","japan","2008","maritime self-defense force",NA,"principal surface combatants","frigates","FFG",NA,"Yubari","2"
"726","japan","2008","maritime self-defense force",NA,"principal surface combatants","frigates","FFG",NA,"Yubari","2"
"727","sweden","2008","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"728","sweden","2008","navy",NA,"logistics and support",NA,"AG",NA,"Carlskrona","1"
"729","sweden","2008","navy",NA,"logistics and support",NA,"ARS",NA,"Furusund","1"
"730","sweden","2008","navy",NA,"logistics and support",NA,"AG",NA,"Carlskrona","1"
"731","united kingdom","2008","strategic forces","armed forces","radars","space-based systems","EW",NA,"Ballistic Missile Early Warning System (BMEWS)","1"
"732","united kingdom","2008","army",NA,"radars","space-based systems","EW",NA,"Cobra","7"
"733","united kingdom","2008","army",NA,"radars","land-based systems","EW",NA,"MSTAR","150"
"734","united kingdom","2008","army",NA,"radars","space-based systems","EW",NA,"Cobra","7"
"735","united kingdom","2008","army",NA,"radars","land-based systems","EW",NA,"MSTAR","150"
"736","united kingdom","2008","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
"737","united kingdom","2008","navy",NA,"amphibious","principal amphibious ships","LSD",NA,"Bay","4"
