cowcode	year	country	totton	tonn_prop	Battleship	DieselSub	NukeAttSub	BalSub	AircraftCarrier	region	region_prop	irst	milex	milper	pec	tpop	upop	cinc
2.0	1865	"USA"	141779.0	0.16809034						5.0	0.18484259	845	30471	1063	22658.0	35701	3301	0.1354652
2.0	1866	"USA"	140070.0	0.15806009						5.0	0.18051033	1225	17821	77	26846.0	36538	3452	0.0981717
2.0	1867	"USA"	148982.0	0.15464719						5.0	0.17675403	1326	30698	75	28027.0	37376	3610	0.1141338
2.0	1868	"USA"	134431.0	0.1265015						5.0	0.14654228	1454	20154	66	31646.0	38213	3776	0.1066403
2.0	1869	"USA"	131472.0	0.11280173						5.0	0.13107435	1739	16559	52	35983.0	39051	3949	0.1080056
2.0	1870	"USA"	133852.0	0.107108936						5.0	0.12415089	1692	13128	50	37779.0	39905	4130	0.0989996
2.0	1871	"USA"	133007.0	0.10239034						5.0	0.11878502	1735	11811	42	39546.0	40938	4302	0.098381
2.0	1872	"USA"	134272.0	0.09825411						5.0	0.11383828	2590	14246	42	48479.0	41972	4481	0.1152826
2.0	1873	"USA"	126187.0	0.09055608						5.0	0.10683847	2602	15014	43	53674.0	43006	4667	0.1162688
2.0	1874	"USA"	128133.0	0.087401114						5.0	0.11366722	2439	12899	44	51736.0	44040	4862	0.1142451
2.0	1875	"USA"	107933.0	0.07031283						5.0	0.09771732	2057	11720	38	52194.0	45073	5064	0.1069647
2.0	1876	"USA"	104679.0	0.06505745						5.0	0.09120187	1899	10749	41	51080.0	46107	5275	0.1019168
2.0	1877	"USA"	107376.0	0.06439464						5.0	0.09077056	2100	9074	34	56754.0	47141	5495	0.1046526
2.0	1878	"USA"	98953.0	0.057726514						5.0	0.08338384	2338	11367	36	55588.0	48174	5724	0.1083453
2.0	1879	"USA"	100328.0	0.05663075						5.0	0.082601935	2786	10527	38	67742.0	49208	5962	0.1203331
2.0	1880	"USA"	100328.0	0.055622637						5.0	0.080394134	3896	11414	38	76969.0	50262	6211	0.1254597
2.0	1881	"USA"	100328.0	0.054893967						5.0	0.07934096	4211	11973	38	81416.0	51542	6494	0.1264246
2.0	1882	"USA"	106388.0	0.055678193						5.0	0.07906201	4697	13040	38	91087.0	52821	6789	0.1310108
2.0	1883	"USA"	116825.0	0.05928521						5.0	0.08655209	4669	11425	37	97750.0	54100	7099	0.1313463
2.0	1884	"USA"	103025.0	0.05198507						5.0	0.07909703	4164	11438	39	102689.0	55379	7422	0.1313873
2.0	1885	"USA"	101001.0	0.04822954						5.0	0.076929174	4110	9748	39	103359.0	56658	7761	0.1312613
2.0	1886	"USA"	101001.0	0.047633734						5.0	0.072524235	5774	10382	39	107964.0	57938	8114	0.1461353
2.0	1887	"USA"	101001.0	0.046223763						5.0	0.0703775	6520	10765	39	123077.0	59217	8484	0.1510995
2.0	1888	"USA"	101910.0	0.04601038						5.0	0.069838166	6594	12647	39	139275.0	60496	8871	0.1523269
2.0	1889	"USA"	111798.0	0.04955842						5.0	0.07295369	7726	13195	39	133959.0	61775	9275	0.1548427
2.0	1890	"USA"	117637.0	0.049622443						5.0	0.0808448	9350	14788	39	150826.0	63056	9698	0.1653962
2.0	1891	"USA"	139202.0	0.05447927						5.0	0.083891004	8412	15315	38	162044.0	64361	10075	0.1655897
2.0	1892	"USA"	161446.0	0.0579409						5.0	0.08492599	9304	15654	39	171105.0	65666	10467	0.1733359
2.0	1893	"USA"	205990.0	0.07082279						5.0	0.09824526	7238	16964	39	172586.0	66970	10874	0.1657286
2.0	1894	"USA"	205990.0	0.07008823						5.0	0.09719702	6764	16001	42	161748.0	68275	11298	0.1544223
2.0	1895	"USA"	213108.0	0.0683312						5.0	0.09663868	9598	15187	42	182744.0	69580	11737	0.168099
2.0	1896	"USA"	229766.0	0.06916756						5.0	0.09844079	8762	16382	42	183531.0	70885	12194	0.1600112
2.0	1897	"USA"	227866.0	0.064955324						5.0	0.09864705	9808	30249	44	190740.0	72189	12669	0.16911
2.0	1898	"USA"	288416.0	0.07643095						5.0	0.10915451	11963	60011	236	207271.0	73494	13162	0.1970619
2.0	1899	"USA"	279397.0	0.06986591						5.0	0.10153496	13839	38588	100	236406.0	74799	13674	0.1854763
2.0	1900	"USA"	275272.0	0.066006236						5.0	0.09637411	10352	41481	126	256081.0	76094	14207	0.1879988
2.0	1901	"USA"	328067.0	0.072621986						5.0	0.09990634	13690	36087	112	280242.0	77584	14723	0.2026186
2.0	1902	"USA"	333220.0	0.07134582						5.0	0.097736195	15187	39722	111	300106.0	79163	15258	0.2076682
2.0	1903	"USA"	404494.0	0.081028216						5.0	0.10571885	14768	43814	106	356268.0	80632	15812	0.2105013
2.0	1904	"USA"	586595.0	0.10986946						5.0	0.13295536	14082	47918	110	353388.0	82166	16387	0.2049464
2.0	1905	"USA"	739400.0	0.13367563						5.0	0.15595901	20345	45098	108	397156.0	83822	16982	0.213788
2.0	1906	"USA"	758326.0	0.14160629	1.0	9.0	0.0	0.0	0.0	5.0	0.16431218	23774	43602	112	419190.0	85450	17600	0.2182837
2.0	1907	"USA"	769922.0	0.14003173	1.0	11.0	0.0	0.0	0.0	5.0	0.16181578	23737	58725	108	487862.0	87008	18239	0.227735
2.0	1908	"USA"	786164.0	0.13750057	2.0	11.0	0.0	0.0	0.0	5.0	0.16215684	14248	54189	129	432351.0	88710	18902	0.2031931
2.0	1909	"USA"	851971.0	0.14108412	5.0	17.0	0.0	0.0	0.0	5.0	0.16896623	24339	56177	142	478835.0	90490	19589	0.2251969
2.0	1910	"USA"	872891.0	0.13963827	6.0	18.0	0.0	0.0	0.0	5.0	0.16657327	26512	55880	139	523027.0	92407	20302	0.2264873
2.0	1911	"USA"	920682.0	0.13304329	8.0	22.0	0.0	0.0	0.0	5.0	0.16543426	24056	57157	145	521004.0	93863	21039	0.2162103
2.0	1912	"USA"	982632.0	0.13581657	10.0	27.0	0.0	0.0	1.0	5.0	0.16723001	31753	58992	153	557076.0	95335	21804	0.224931
2.0	1913	"USA"	986812.0	0.12345647	10.0	33.0	0.0	0.0	1.0	5.0	0.16402547	31803	62825	155	600107.0	97225	22596	0.2199163
2.0	1914	"USA"	1045455.0	0.121869065	12.0	39.0	0.0	0.0	1.0	5.0	0.1565794	23890	253205	166	556778.0	99111	23340	0.2063691
2.0	1915	"USA"	1087417.0	0.119965225	14.0	44.0	0.0	0.0	1.0	5.0	0.15281482	32667	257648	174	580731.0	100546	24008	0.2220877
2.0	1916	"USA"	1086032.0	0.11501821	14.0	51.0	0.0	0.0	1.0	5.0	0.14621657	43460	277421	179	646120.0	101961	24688	0.232941
2.0	1917	"USA"	1191806.0	0.12444939	17.0	68.0	0.0	0.0	1.0	5.0	0.15520999	45784	658584	644	710959.0	103268	25310	0.2440332
2.0	1918	"USA"	1340129.0	0.13816194	17.0	101.0	0.0	0.0	1.0	5.0	0.16520227	45176	7014226	2897	743925.0	103208	26020	0.2948764
2.0	1919	"USA"	1553717.0	0.16080807	19.0	125.0	0.0	0.0	1.0	5.0	0.18795408	35228	11217796	1173	648393.0	104514	26723	0.3813615
2.0	1920	"USA"	1640243.0	0.18253423	20.0	129.0	0.0	0.0	1.0	5.0	0.21163334	42809	1657118	343	743808.0	106461	27428	0.2895664
2.0	1921	"USA"	1721021.0	0.20412476	23.0	137.0	0.0	0.0	1.0	5.0	0.23433404	20101	1116342	387	622541.0	108538	28210	0.2532295
2.0	1922	"USA"	1658358.0	0.2223061	23.0	117.0	0.0	0.0	1.0	5.0	0.25644925	36173	860853	270	641311.0	110049	29013	0.2555951
2.0	1923	"USA"	1597648.0	0.2367959	22.0	122.0	0.0	0.0	1.0	5.0	0.2745465	45665	678256	247	834889.0	111947	29840	0.2720777
2.0	1924	"USA"	1362043.0	0.22321416	19.0	124.0	0.0	0.0	1.0	5.0	0.26495504	38540	570142	261	762070.0	114109	30690	0.253591
2.0	1925	"USA"	1365852.0	0.2302074	19.0	120.0	0.0	0.0	3.0	5.0	0.27330652	46122	589706	252	790029.0	115829	31565	0.2540457
2.0	1926	"USA"	1350742.0	0.22814414	19.0	120.0	0.0	0.0	3.0	5.0	0.27133647	49069	558004	247	852304.0	117397	32464	0.2632676
2.0	1927	"USA"	1358747.0	0.22917536	19.0	121.0	0.0	0.0	3.0	5.0	0.2726251	45656	596501	249	842978.0	119035	33389	0.2386266
2.0	1928	"USA"	1326626.0	0.2203902	19.0	121.0	0.0	0.0	3.0	5.0	0.26590222	52371	678100	251	833446.0	120509	34340	0.2400723
2.0	1929	"USA"	1383910.0	0.22470102	19.0	121.0	0.0	0.0	3.0	5.0	0.27310532	57339	701300	255	903141.0	121767	35318	0.2397934
2.0	1930	"USA"	1407196.0	0.22226311	19.0	105.0	0.0	0.0	3.0	5.0	0.2680074	41352	699200	256	814891.0	123188	36326	0.2281101
2.0	1931	"USA"	1359770.0	0.211007	17.0	83.0	0.0	0.0	3.0	5.0	0.25465667	26363	698900	253	709367.0	124149	36360	0.2160157
2.0	1932	"USA"	1243497.0	0.19938233	17.0	80.0	0.0	0.0	3.0	5.0	0.24346013	13901	641600	245	612400.0	124949	36424	0.197177
2.0	1933	"USA"	1310292.0	0.20796943	17.0	82.0	0.0	0.0	4.0	5.0	0.25160185	23605	570400	244	649968.0	125690	36518	0.2051403
2.0	1934	"USA"	1313655.0	0.20051172	17.0	82.0	0.0	0.0	4.0	5.0	0.2416343	26474	803100	247	689998.0	126485	36644	0.1974428
2.0	1935	"USA"	1356335.0	0.19915631	17.0	86.0	0.0	0.0	4.0	5.0	0.23871563	34640	806400	252	721900.0	127362	36843	0.1932461
2.0	1936	"USA"	1498049.0	0.20532943	17.0	88.0	0.0	0.0	6.0	5.0	0.23920001	48534	932600	291	825460.0	128181	36995	0.2059848
2.0	1937	"USA"	1552087.0	0.20129538	17.0	89.0	0.0	0.0	6.0	5.0	0.23526596	51380	1032900	312	869666.0	128961	37229	0.2008996
2.0	1938	"USA"	1621435.0	0.20365043	17.0	94.0	0.0	0.0	6.0	5.0	0.23654854	28805	1131499	323	751346.0	129969	37463	0.1707712
2.0	1939	"USA"	1778523.0	0.1989376	17.0	100.0	0.0	0.0	11.0	5.0	0.22823592	47898	980000	334	829091.0	131028	37772	0.1819711
2.0	1940	"USA"	1956867.0	0.19871998	19.0	110.0	0.0	0.0	13.0	5.0	0.22576581	60765	1657000	458	939812.0	132122	37988	0.2019071
2.0	1941	"USA"	2232892.0	0.21637277	19.0	121.0	0.0	0.0	14.0	5.0	0.24194244	75150	6301000	1801	1031214.0	133402	38183	0.2444945
2.0	1942	"USA"	3462589.0	0.29354793	22.0	149.0	0.0	0.0	26.0	5.0	0.31580147	78047	26001000	3859	1103469.0	134860	38377	0.2854552
2.0	1943	"USA"	5254301.0	0.39578322	23.0	199.0	0.0	0.0	61.0	5.0	0.4155558	80592	72109000	9045	1169553.0	136739	38554	0.3456322
2.0	1944	"USA"	9937966.0	0.5557208	24.0	257.0	0.0	0.0	101.0	5.0	0.5703993	81322	87000000	11452	1247643.0	138397	38898	0.3506417
2.0	1945	"USA"	1.126755E7	0.6322602	24.0	258.0	0.0	0.0	119.0	5.0	0.6469897	72304	90000000	12123	1219068.0	139928	39100	0.3838635
2.0	1946	"USA"	1.1247962E7	0.67474574	23.0	223.0	0.0	0.0	119.0	5.0	0.69030637	60421	45133984	3030	1188144.0	141389	39725	0.3639884
2.0	1947	"USA"	1.0287303E7	0.696101	20.0	215.0	0.0	0.0	107.0	5.0	0.7134342	77015	14315999	1583	1315777.0	144126	40857	0.3099419
2.0	1948	"USA"	9591562.0	0.6866476	16.0	201.0	0.0	0.0	107.0	5.0	0.7069066	80413	10960998	1446	1396394.0	147208	42019	0.2946597
2.0	1949	"USA"	9204079.0	0.71843886	16.0	200.0	0.0	0.0	105.0	5.0	0.73958397	70740	13503000	1615	1199344.0	149767	43216	0.2731664
2.0	1950	"USA"	9220999.0	0.7152041	17.0	199.0	0.0	0.0	105.0	5.0	0.7362154	87848	14559000	1460	1241836.0	152271	43964	0.284443
2.0	1951	"USA"	9254004.0	0.7110563	17.0	207.0	0.0	0.0	103.0	5.0	0.7371998	95435	33398000	3249	1325948.0	154878	44711	0.3194995
2.0	1952	"USA"	9131953.0	0.7031659	17.0	208.0	0.0	0.0	103.0	5.0	0.7282803	84520	47852000	3636	1309824.0	157553	45123	0.3113674
2.0	1953	"USA"	9123398.0	0.6958899	17.0	206.0	0.0	0.0	102.0	5.0	0.7208089	101250	49621008	3555	1347597.0	160184	46581	0.3111584
2.0	1954	"USA"	9188231.0	0.68624866	17.0	206.0	0.0	0.0	103.0	5.0	0.70937043	80115	42786000	3302	1302449.0	163026	47007	0.2809401
2.0	1955	"USA"	9282512.0	0.6804961	17.0	205.0	0.0	0.0	104.0	5.0	0.7029366	106173	40518000	2935	1415958.0	165931	47688	0.2664225
2.0	1956	"USA"	9393677.0	0.6827372	16.0	206.0	0.0	0.0	105.0	5.0	0.7071001	104522	41773008	2806	1492506.0	168903	48389	0.2606138
2.0	1957	"USA"	9361258.0	0.6832183	16.0	201.0	0.0	0.0	105.0	5.0	0.7054627	102253	44548000	2796	1494767.0	171984	49087	0.2550486
2.0	1958	"USA"	9495801.0	0.6974025	15.0	200.0	0.0	0.0	104.0	5.0	0.71952295	77342	45503008	2411	1437859.0	174882	49733	0.23447
2.0	1959	"USA"	9431389.0	0.70001495	10.0	192.0	2.0	3.0	96.0	5.0	0.7223892	84773	46614000	2328	1513627.0	177830	50320	0.2289647
2.0	1960	"USA"	9438732.0	0.7035419	10.0	172.0	7.0	5.0	71.0	5.0	0.7250547	90067	45380000	2306	1421218.0	180671	50966	0.2154438
2.0	1961	"USA"	8835974.0	0.6900223	8.0	166.0	10.0	8.0	60.0	5.0	0.7125095	88917	47808000	2307	1447002.0	183691	50941	0.2106549
2.0	1962	"USA"	8473648.0	0.68187416	7.0	164.0	14.0	14.0	57.0	5.0	0.7041716	89202	52381008	2807	1508570.0	186538	50916	0.2099114
2.0	1963	"USA"	8391811.0	0.6802049	6.0	157.0	15.0	26.0	57.0	5.0	0.7031176	99120	52295008	2700	1589655.0	189242	50891	0.2079665
2.0	1964	"USA"	8528421.0	0.6776659	5.0	154.0	17.0	32.0	57.0	5.0	0.70092565	115281	51213008	2687	1610682.0	191889	50866	0.2029826
2.0	1965	"USA"	8463912.0	0.6781593	4.0	150.0	19.0	38.0	56.0	5.0	0.70160395	119260	51827008	2660	1700357.0	194303	50841	0.2015391
2.0	1966	"USA"	8364562.0	0.6749294	4.0	147.0	27.0	40.0	55.0	5.0	0.698734	121655	67572000	3090	1784048.0	196560	50815	0.2086695
2.0	1967	"USA"	8298049.0	0.6667311	4.0	143.0	33.0	40.0	54.0	5.0	0.6897826	115406	75448000	3380	1903194.0	198712	50790	0.2085481
2.0	1968	"USA"	8215539.0	0.6593418	4.0	134.0	38.0	40.0	54.0	5.0	0.6841327	119262	80732000	3550	1985402.0	200706	50765	0.2039257
2.0	1969	"USA"	8069084.0	0.6502324	4.0	114.0	43.0	41.0	50.0	5.0	0.67554486	128152	81446000	3460	2034492.0	202677	53117	0.1975469
2.0	1970	"USA"	7592741.0	0.62931377	4.0	101.0	45.0	41.0	44.0	5.0	0.65605193	119309	77827008	3070	2469126.0	205052	55468	0.1798439
2.0	1971	"USA"	7082756.0	0.60734534	4.0	74.0	49.0	41.0	29.0	5.0	0.6379372	109265	74862000	2720	2497135.0	207661	55560	0.1688821
2.0	1972	"USA"	6352844.0	0.57666886	4.0	53.0	51.0	41.0	26.0	5.0	0.6079435	120875	77639000	2323	2576787.0	209896	55652	0.1632864
2.0	1973	"USA"	5916968.0	0.55587834	4.0	34.0	54.0	41.0	21.0	5.0	0.5923974	136804	78385000	2206	2672528.0	211909	55743	0.1571975
2.0	1974	"USA"	5105546.0	0.51012546	4.0	29.0	57.0	41.0	20.0	5.0	0.5503945	132196	85906000	2146	2621686.0	213854	55736	0.1513209
2.0	1975	"USA"	4578157.0	0.47511458	4.0	25.0	58.0	41.0	19.0	5.0	0.51592237	105897	90948000	2098	2570153.0	215973	55728	0.1425023
2.0	1976	"USA"	4409827.0	0.4635158	4.0	22.0	60.0	41.0	16.0	5.0	0.50624627	116121	91013000	2075	2715656.0	218035	55721	0.1408845
2.0	1977	"USA"	4282081.0	0.45053166	4.0	21.0	64.0	41.0	14.0	5.0	0.49354622	113701	100925000	2060	2805234.0	220239	55713	0.1401722
2.0	1978	"USA"	4207103.0	0.43915677	4.0	20.0	66.0	41.0	14.0	5.0	0.4817195	124314	109247000	2060	2818576.0	222585	56208	0.1381623
2.0	1979	"USA"	4173564.0	0.43614775	4.0	18.0	70.0	42.0	14.0	5.0	0.47737074	123688	122279000	2033	2866804.0	225055	56702	0.1356744
2.0	1980	"USA"	4187127.0	0.42970923	0.0	14.0	74.0	43.0	14.0	5.0	0.4703406	101456	143981000	2050	2799174.0	227726	57197	0.1317046
2.0	1981	"USA"	3771947.0	0.40032992	0.0	14.0	77.0	42.0	14.0	5.0	0.4449754	109614	169888000	2101	2713720.0	229966	57825	0.1365281
2.0	1982	"USA"	3827935.0	0.39373752	0.0	12.0	82.0	43.0	14.0	5.0	0.44028226	67656	196345000	2168	2594129.0	232188	58453	0.1281606
2.0	1983	"USA"	3771153.0	0.39714554	0.0	12.0	85.0	42.0	14.0	5.0	0.44126883	76762	217198000	2201	2597045.0	234307	58856	0.131504
2.0	1984	"USA"	3736210.0	0.39350832	0.0	9.0	89.0	42.0	15.0	5.0	0.4362042	83940	237052000	2222	3177672.0	236348	59259	0.1313398
2.0	1985	"USA"	3775335.0	0.39219904	0.0	9.0	92.0	41.0	15.0	5.0	0.4309159	80067	245154000	2244	3161485.0	238466	60260	0.1332526
2.0	1986	"USA"	3785521.0	0.38941273	0.0	8.0	93.0	40.0	15.0	5.0	0.4282757	74032	265480000	2269	3285852.0	240651	61261	0.1320948
2.0	1987	"USA"	3840233.0	0.39092708	0.0	7.0	95.0	40.0	15.0	5.0	0.4295233	80876	273966000	2280	3430381.0	242804	61975	0.1312786
2.0	1988	"USA"	3955507.0	0.39764807	0.0	5.0	95.0	40.0	16.0	5.0	0.43618563	90631	281935000	2250	3725148.0	245021	62689	0.1327556
2.0	1989	"USA"	3881946.0	0.3912303	0.0	3.0	93.0	40.0	16.0	5.0	0.4302968	87722	294880000	2240	3844484.0	247342	63402	0.1466928
2.0	1990	"USA"	4044135.0	0.4109922	0.0	0.0	91.0	38.0	17.0	5.0	0.45038617	89726	289755000	2180	3936181.0	249907	64116	0.139376
2.0	1991	"USA"	3978677.0	0.41614166	0.0	0.0	89.0	34.0	17.0	5.0	0.4566504	79738	262389000	2110	4041865.0	252618	64814	0.1355988
2.0	1992	"USA"	3944279.0	0.4222299	0.0	0.0	93.0	28.0	16.0	5.0	0.46323264	84322	286892000	1920	4154138.0	255391	65413	0.1460814
2.0	1993	"USA"	3811323.0	0.42574868	0.0	0.0	93.0	21.0	14.0	5.0	0.46810222	88793	297600000	1810	4430624.0	258132	66072	0.1527098
2.0	1994	"USA"	3645938.0	0.42632756	0.0	0.0	91.0	17.0	14.0	5.0	0.47116017	91244	293214000	1710	4455146.0	260602	66457	0.1448253
2.0	1995	"USA"	3404475.0	0.4292691	0.0	0.0	89.0	17.0	14.0	5.0	0.47805232	95191	277834000	1620	4678672.0	262755	66945	0.1406412
2.0	1996	"USA"	3023446.0	0.40869915	0.0	0.0	78.0	17.0	12.0	5.0	0.4630983	95535	277254000	1570	4751977.0	265284	67433	0.1383393
2.0	1997	"USA"	3017580.0	0.4194141	0.0	0.0	75.0	18.0	12.0	5.0	0.47632712	98485	276324000	1530	4922493.0	267901	68503	0.13966
2.0	1998	"USA"	3047425.0	0.44225508	0.0	0.0	66.0	18.0	12.0	5.0	0.49893668	98658	279702000	1510	4977176.0	274028	69572	0.1417342
2.0	1999	"USA"	2943446.0	0.44716728	0.0	0.0	57.0	18.0	12.0	5.0	0.5044703	97427	292147000	1490	5043448.0	276218	70642	0.1428883
2.0	2000	"USA"	2906978.0	0.4502399	0.0	0.0	55.0	18.0	12.0	5.0	0.5072117	101803	303136000	1366	5264636.0	278357	75342	0.1429513
2.0	2001	"USA"	2961450.0	0.4603068	0.0	0.0	54.0	18.0	12.0	5.0	0.51854193	90104	322365000	1368	5224415.0	285112	76419	0.1420117
2.0	2002	"USA"	2970662.0	0.46434072	0.0	0.0	54.0	18.0	12.0	5.0	0.5225414	91587	348555000	1414	5276818.0	287888	77512	0.1434598
2.0	2003	"USA"	2953142.0	0.46168965	0.0	0.0	56.0	16.0	12.0	5.0	0.518771	93677	404920000	1427	5394710.0	290448	78621	0.1420938
2.0	2004	"USA"	2953142.0	0.46376997	0.0	0.0	56.0	16.0	12.0	5.0	0.5186492	99681	455908000	1450	5527871.0	293192	79745	0.1431688
2.0	2005	"USA"	2953142.0	0.4628773	0.0	0.0	56.0	16.0	12.0	5.0	0.52052116	94897	495326000	1473	5529642.0	295896	80805	0.1482896
2.0	2006	"USA"	2956015.0	0.458378	0.0	0.0	58.0	14.0	11.0	5.0	0.5152417	98557	521840000	1546	5497134.0	298755	81880	0.1463773
2.0	2007	"USA"	2836167.0	0.43902996	0.0	0.0	58.0	14.0	12.0	5.0	0.49432203	98102	552568000	1506	5548023.0	301621	82969	0.1421487
2.0	2008	"USA"	2768000.0	0.4442721	0.0	0.0	57.0	14.0	11.0	5.0	0.50242406							
2.0	2009	"USA"	2795820.0	0.44614553	0.0	0.0	57.0	14.0	11.0	5.0	0.50460476							
2.0	2010	"USA"	2830753.0	0.4457926	0.0	0.0	57.0	14.0	11.0	5.0	0.5025886							
2.0	2011	"USA"	2862437.0	0.44531602	0.0	0.0	57.0	14.0	11.0	5.0	0.50177336							
20.0	1865	"Canada"								5.0	0.18484259							
20.0	1866	"Canada"								5.0	0.18051033							
20.0	1867	"Canada"								5.0	0.17675403							
20.0	1868	"Canada"								5.0	0.14654228							
20.0	1869	"Canada"								5.0	0.13107435							
20.0	1870	"Canada"								5.0	0.12415089							
20.0	1871	"Canada"								5.0	0.11878502							
20.0	1872	"Canada"								5.0	0.11383828							
20.0	1873	"Canada"								5.0	0.10683847							
20.0	1874	"Canada"								5.0	0.11366722							
20.0	1875	"Canada"								5.0	0.09771732							
20.0	1876	"Canada"								5.0	0.09120187							
20.0	1877	"Canada"								5.0	0.09077056							
20.0	1878	"Canada"								5.0	0.08338384							
20.0	1879	"Canada"								5.0	0.082601935							
20.0	1880	"Canada"								5.0	0.080394134							
20.0	1881	"Canada"								5.0	0.07934096							
20.0	1882	"Canada"								5.0	0.07906201							
20.0	1883	"Canada"								5.0	0.08655209							
20.0	1884	"Canada"								5.0	0.07909703							
20.0	1885	"Canada"								5.0	0.076929174							
20.0	1886	"Canada"								5.0	0.072524235							
20.0	1887	"Canada"								5.0	0.0703775							
20.0	1888	"Canada"								5.0	0.069838166							
20.0	1889	"Canada"								5.0	0.07295369							
20.0	1890	"Canada"								5.0	0.0808448							
20.0	1891	"Canada"								5.0	0.083891004							
20.0	1892	"Canada"								5.0	0.08492599							
20.0	1893	"Canada"								5.0	0.09824526							
20.0	1894	"Canada"								5.0	0.09719702							
20.0	1895	"Canada"								5.0	0.09663868							
20.0	1896	"Canada"								5.0	0.09844079							
20.0	1897	"Canada"								5.0	0.09864705							
20.0	1898	"Canada"								5.0	0.10915451							
20.0	1899	"Canada"								5.0	0.10153496							
20.0	1900	"Canada"								5.0	0.09637411							
20.0	1901	"Canada"								5.0	0.09990634							
20.0	1902	"Canada"								5.0	0.097736195							
20.0	1903	"Canada"								5.0	0.10571885							
20.0	1904	"Canada"								5.0	0.13295536							
20.0	1905	"Canada"								5.0	0.15595901							
20.0	1906	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16431218							
20.0	1907	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16181578							
20.0	1908	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16215684							
20.0	1909	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16896623							
20.0	1910	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16657327							
20.0	1911	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16543426							
20.0	1912	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16723001							
20.0	1913	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16402547							
20.0	1914	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.1565794							
20.0	1915	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.15281482							
20.0	1916	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.14621657							
20.0	1917	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.15520999							
20.0	1918	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.16520227							
20.0	1919	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.18795408							
20.0	1920	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.21163334	1118	10755	4	31979.0	8556	1598	0.0101284
20.0	1921	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.23433404	678	10209	4	30630.0	8788	1659	0.0105423
20.0	1922	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.25644925	494	10028	4	26533.0	8919	1708	0.0084077
20.0	1923	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.2745465	899	13316	4	35626.0	9010	1760	0.0098605
20.0	1924	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.26495504	661	12824	4	29947.0	9143	1822	0.0088947
20.0	1925	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.27330652	765	12984	4	29242.0	9294	1893	0.0087039
20.0	1926	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.27133647	789	13936	4	33207.0	9451	1971	0.00924
20.0	1927	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.2726251	922	16745	4	36491.0	9637	2054	0.0093703
20.0	1928	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.26590222	1255	18862	5	37299.0	9835	2119	0.0097022
20.0	1929	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.27310532	1400	21058	4	40842.0	10029	2187	0.009803
20.0	1930	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.2680074	1026	22649	5	39101.0	10208	2256	0.0097882
20.0	1931	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.25465667	683	18263	6	31481.0	10377	2328	0.009185
20.0	1932	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.24346013	345	11999	5	29101.0	10510	2361	0.008633
20.0	1933	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.25160185	417	17149	5	29070.0	10633	2397	0.0084307
20.0	1934	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.2416343	770	12943	5	33577.0	10741	2426	0.0089085
20.0	1935	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.23871563	957	24921	4	33523.0	10845	2459	0.0087363
20.0	1936	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.23920001	1134	24762	6	36524.0	10950	2490	0.0086481
20.0	1937	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.23526596	1425	32419	6	39978.0	11045	2526	0.0089261
20.0	1938	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.23654854	1174	35282	6	36854.0	11152	2560	0.0087166
20.0	1939	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.22823592	1407	125700	6	40964.0	11267	2589	0.0090911
20.0	1940	"Canada"			0.0	0.0	0.0	0.0	0.0	5.0	0.22576581	2045	730100	21	46411.0	11381	2617	0.0120588
