cowcode	year	country	totton	tonn_prop	Battleship	DieselSub	NukeAttSub	BalSub	AircraftCarrier	region	region_prop	irst	milex	milper	pec	tpop	upop	cinc
101.0	1905	"Venezuela"								5.0	0.15595901	0	438	8	71.0	2490	0	7.057E-4
101.0	1906	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16431218	0	407	10	101.0	2510	0	8.258E-4
101.0	1907	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16181578	0	-9	10	143.0	2530	0	8.059E-4
101.0	1908	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16215684	0	-9	10	180.0	2550	0	7.988E-4
101.0	1909	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16896623	0	379	10	269.0	2570	0	8.209E-4
101.0	1910	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16657327	0	317	10	240.0	2600	0	7.885E-4
101.0	1911	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16543426	0	260	10	279.0	2610	0	7.569E-4
101.0	1912	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16723001	0	377	10	334.0	2640	0	8.108E-4
101.0	1913	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16402547	0	434	10	397.0	2660	0	7.829E-4
101.0	1914	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.1565794	0	2106	10	359.0	2680	0	7.004E-4
101.0	1915	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.15281482	0	1851	10	20.0	2710	0	4.419E-4
101.0	1916	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.14621657	0	1801	10	32.0	2730	0	4.429E-4
101.0	1917	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.15520999	0	1888	10	33.0	2750	0	4.358E-4
101.0	1918	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.16520227	0	2304	10	62.0	2770	0	4.425E-4
101.0	1919	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.18795408	0	1885	8	117.0	2790	0	5.236E-4
101.0	1920	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.21163334	0	2142	10	70.0	2820	0	5.85E-4
101.0	1921	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.23433404	0	2378	10	77.0	2840	0	6.006E-4
101.0	1922	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.25644925	0	2100	10	99.0	2870	100	7.665E-4
101.0	1923	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.2745465	0	2285	8	159.0	2900	107	7.855E-4
101.0	1924	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.26495504	0	2448	7	142.0	2930	115	8.391E-4
101.0	1925	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.27330652	0	2984	7	231.0	2950	125	8.563E-4
101.0	1926	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.27133647	0	2670	7	465.0	2980	135	8.765E-4
101.0	1927	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.2726251	0	3335	6	789.0	3010	145	8.924E-4
101.0	1928	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.26590222	0	5126	6	860.0	3040	157	9.352E-4
101.0	1929	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.27310532	0	6118	6	919.0	3080	169	9.609E-4
101.0	1930	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.2680074	0	7045	6	869.0	3120	183	9.761E-4
101.0	1931	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.25465667	0	5125	6	861.0	3150	197	9.499E-4
101.0	1932	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.24346013	0	4740	6	986.0	3190	213	0.0010095
101.0	1933	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.25160185	0	4992	7	359.0	3230	230	9.52E-4
101.0	1934	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.2416343	0	8906	7	1104.0	3260	248	0.0010609
101.0	1935	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.23871563	0	10395	6	1124.0	3300	267	9.812E-4
101.0	1936	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.23920001	0	9218	6	1436.0	3380	285	0.0010034
101.0	1937	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.23526596	0	10025	2	2628.0	3460	302	0.0010043
101.0	1938	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.23654854	0	12461	6	974.0	3550	319	9.416E-4
101.0	1939	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.22823592	0	12515	2	1920.0	3630	337	9.0E-4
101.0	1940	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.22576581	0	11599	2	3820.0	3710	355	0.0010371
101.0	1941	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.24194244	0	10649	2	2140.0	3800	373	9.33E-4
101.0	1942	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.31580147	0	10372	2	718.0	3910	391	8.295E-4
101.0	1943	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.4155558	0	10172	2	2429.0	4030	411	9.843E-4
101.0	1944	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.5703993	0	11260	2	5316.0	4150	433	0.0011853
101.0	1945	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.6469897	0	13743	2	3859.0	4270	457	0.0010924
101.0	1946	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.69030637	0	16597	2	3376.0	4390	485	0.0012337
101.0	1947	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.7134342	0	33999	2	5825.0	4550	532	0.001365
101.0	1948	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.7069066	0	32597	2	5337.0	4686	595	0.0013442
101.0	1949	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.73958397	0	45672	2	13732.0	4828	667	0.0019895
101.0	1950	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.7362154	0	54328	4	41138.0	4962	746	0.0040756
101.0	1951	"Venezuela"			0.0	0.0	0.0	0.0	0.0	5.0	0.7371998	0	60000	4	51529.0	5166	836	0.0045294
101.0	1952	"Venezuela"	3300.0	2.54102E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7282803	0	63284	2	56278.0	5391	935	0.0046837
101.0	1953	"Venezuela"	6600.0	5.0341693E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7208089	0	62687	2	60759.0	5619	1047	0.0048665
101.0	1954	"Venezuela"	6600.0	4.9293943E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.70937043	0	80597	2	64596.0	5852	1172	0.0050231
101.0	1955	"Venezuela"	9900.0	7.2576385E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7029366	0	100896	2	76365.0	6089	1349	0.0051448
101.0	1956	"Venezuela"	14400.0	0.0010465992	0.0	0.0	0.0	0.0	0.0	5.0	0.7071001	0	114030	2	87034.0	6331	1526	0.005472
101.0	1957	"Venezuela"	18900.0	0.0013793901	0.0	0.0	0.0	0.0	0.0	5.0	0.7054627	0	148060	17	98406.0	6578	1713	0.0060715
101.0	1958	"Venezuela"	18900.0	0.0013880774	0.0	0.0	0.0	0.0	0.0	5.0	0.71952295	0	179403	18	97014.0	6830	1904	0.0059761
101.0	1959	"Venezuela"	18900.0	0.0014027926	0.0	0.0	0.0	0.0	0.0	5.0	0.7223892	50	181194	23	107242.0	7086	2093	0.0062443
101.0	1960	"Venezuela"	21324.0	0.0015894431	0.0	1.0	0.0	0.0	0.0	5.0	0.7250547	47	161194	23	110514.0	7502	2141	0.0061921
101.0	1961	"Venezuela"	21324.0	0.001665242	0.0	1.0	0.0	0.0	0.0	5.0	0.7125095	75	159104	21	115411.0	7612	2189	0.0062473
101.0	1962	"Venezuela"	21324.0	0.0017159415	0.0	1.0	0.0	0.0	0.0	5.0	0.7041716	225	151940	23	127458.0	7872	2237	0.0064961
101.0	1963	"Venezuela"	21324.0	0.0017284339	0.0	1.0	0.0	0.0	0.0	5.0	0.7031176	364	182985	35	132914.0	8144	2285	0.0065676
101.0	1964	"Venezuela"	21324.0	0.0016943989	0.0	1.0	0.0	0.0	0.0	5.0	0.70092565	441	194030	35	138182.0	8427	2333	0.0065334
101.0	1965	"Venezuela"	21324.0	0.0017085561	0.0	1.0	0.0	0.0	0.0	5.0	0.70160395	625	163111	50	147664.0	8722	2381	0.0067063
101.0	1966	"Venezuela"	21324.0	0.0017206154	0.0	1.0	0.0	0.0	0.0	5.0	0.698734	537	176889	40	146112.0	9030	2429	0.0062614
101.0	1967	"Venezuela"	21324.0	0.0017133395	0.0	1.0	0.0	0.0	0.0	5.0	0.6897826	690	197778	40	152783.0	9352	2477	0.0062815
101.0	1968	"Venezuela"	21324.0	0.0017113674	0.0	1.0	0.0	0.0	0.0	5.0	0.6841327	860	198667	40	155036.0	9686	2525	0.0060608
101.0	1969	"Venezuela"	21324.0	0.0017183556	0.0	1.0	0.0	0.0	0.0	5.0	0.67554486	840	192667	40	155194.0	10035	2573	0.005777
101.0	1970	"Venezuela"	21324.0	0.0017674101	0.0	1.0	0.0	0.0	0.0	5.0	0.65605193	927	200222	45	171320.7	10399	3130	0.0052568
101.0	1971	"Venezuela"	21324.0	0.00182853	0.0	1.0	0.0	0.0	0.0	5.0	0.6379372	924	247072	45	166681.4	10777	3881	0.0052295
101.0	1972	"Venezuela"	23748.0	0.002155685	0.0	2.0	0.0	0.0	0.0	5.0	0.6079435	964	296818	45	155812.0	11168	4176	0.0049363
101.0	1973	"Venezuela"	28372.0	0.0026654496	0.0	3.0	0.0	0.0	0.0	5.0	0.5923974	907	304100	50	173331.1	11574	4472	0.0050709
101.0	1974	"Venezuela"	30572.0	0.0030546302	0.0	3.0	0.0	0.0	0.0	5.0	0.5503945	895	459563	50	166386.3	11995	4767	0.0050068
101.0	1975	"Venezuela"	34192.0	0.0035483968	0.0	5.0	0.0	0.0	0.0	5.0	0.51592237	919	569428	55	127614.6	12434	5062	0.004476
101.0	1976	"Venezuela"	30892.0	0.00324705	0.0	5.0	0.0	0.0	0.0	5.0	0.50624627	937	417725	55	131631.0	12177	5242	0.0043243
101.0	1977	"Venezuela"	29392.0	0.003092428	0.0	4.0	0.0	0.0	0.0	5.0	0.49354622	855	588468	55	131319.8	12737	5421	0.0042968
101.0	1978	"Venezuela"	25468.0	0.002658467	0.0	4.0	0.0	0.0	0.0	5.0	0.4817195	860	589866	55	128662.9	12122	5604	0.0041264
101.0	1979	"Venezuela"	15868.0	0.0016582451	0.0	3.0	0.0	0.0	0.0	5.0	0.47737074	1473	638322	55	137309.9	13515	5796	0.0043494
101.0	1980	"Venezuela"	16430.0	0.0016861496	0.0	3.0	0.0	0.0	0.0	5.0	0.4703406	1784	800254	55	130829.8	13913	5908	0.0043545
101.0	1981	"Venezuela"	25388.0	0.0026945171	0.0	3.0	0.0	0.0	0.0	5.0	0.4449754	1818	907301	55	126080.4	14313	6356	0.0043786
101.0	1982	"Venezuela"	26960.0	0.0027730782	0.0	3.0	0.0	0.0	0.0	5.0	0.44028226	2215	1142338	56	125132.1	15940	7290	0.0047128
101.0	1983	"Venezuela"	26960.0	0.0028391962	0.0	3.0	0.0	0.0	0.0	5.0	0.44126883	2320	954007	56	122085.0	16394	6529	0.0044428
101.0	1984	"Venezuela"	26960.0	0.0028395043	0.0	3.0	0.0	0.0	0.0	5.0	0.4362042	2770	1069432	64	123018.8	16851	6712	0.0041609
101.0	1985	"Venezuela"	26960.0	0.002800728	0.0	3.0	0.0	0.0	0.0	5.0	0.4309159	3061	682000	71	127082.9	17317	6876	0.0042001
101.0	1986	"Venezuela"	26960.0	0.002773348	0.0	3.0	0.0	0.0	0.0	5.0	0.4282757	3402	817740	71	132493.5	17791	6745	0.004264
101.0	1987	"Venezuela"	26960.0	0.0027444672	0.0	3.0	0.0	0.0	0.0	5.0	0.4295233	3721	1207000	69	129709.9	18272	6502	0.0042392
101.0	1988	"Venezuela"	26960.0	0.0027102951	0.0	3.0	0.0	0.0	0.0	5.0	0.43618563	3650	647000	73	145872.9	18157	7217	0.0042433
101.0	1989	"Venezuela"	26960.0	0.0027170826	0.0	3.0	0.0	0.0	0.0	5.0	0.4302968	3404	407000	75	146077.1	18872	7931	0.0042431
101.0	1990	"Venezuela"	26960.0	0.0027398567	0.0	2.0	0.0	0.0	0.0	5.0	0.45038617	3140	519190	75	150925.8	19325	8646	0.0042453
101.0	1991	"Venezuela"	24536.0	0.002566293	0.0	2.0	0.0	0.0	0.0	5.0	0.4566504	2933	1890000	73	157340.5	19972	8711	0.0046515
101.0	1992	"Venezuela"	24536.0	0.0026265464	0.0	2.0	0.0	0.0	0.0	5.0	0.46323264	2446	1500000	75	141019.8	20249	8775	0.0043389
101.0	1993	"Venezuela"	24536.0	0.002740825	0.0	2.0	0.0	0.0	0.0	5.0	0.46810222	2568	1817000	75	158703.5	20712	9445	0.0045969
101.0	1994	"Venezuela"	24536.0	0.0028690486	0.0	2.0	0.0	0.0	0.0	5.0	0.47116017	3524	932000	75	167168.6	21177	10115	0.0046876
101.0	1995	"Venezuela"	24536.0	0.003093736	0.0	2.0	0.0	0.0	0.0	5.0	0.47805232	3568	882000	75	169595.3	21844	10786	0.004675
101.0	1996	"Venezuela"	18620.0	0.0025169884	0.0	2.0	0.0	0.0	0.0	5.0	0.4630983	3956	796000	75	166103.7	22311	11456	0.0046855
101.0	1997	"Venezuela"	18620.0	0.0025879978	0.0	2.0	0.0	0.0	0.0	5.0	0.47632712	3987	1540000	75	178704.2	22777	12126	0.0048787
101.0	1998	"Venezuela"	18620.0	0.0027022124	0.0	2.0	0.0	0.0	0.0	5.0	0.49893668	3553	1333000	75	208426.7	23242	11143	0.0048727
101.0	1999	"Venezuela"	18620.0	0.0028287438	0.0	2.0	0.0	0.0	0.0	5.0	0.5044703	3261	1328000	75	202749.4	23706	11405	0.0047101
101.0	2000	"Venezuela"	18620.0	0.0028839114	0.0	2.0	0.0	0.0	0.0	5.0	0.5072117	3835	1397000	56	195033.0	24170	11663	0.0045129
101.0	2001	"Venezuela"	18620.0	0.0028941608	0.0	2.0	0.0	0.0	0.0	5.0	0.51854193	3813	1896000	82	200974.4	24766	11926	0.0048559
101.0	2002	"Venezuela"	18620.0	0.0029104706	0.0	2.0	0.0	0.0	0.0	5.0	0.5225414	4164	1379000	82	203143.4	25220	12196	0.0047443
101.0	2003	"Venezuela"	18620.0	0.002911022	0.0	2.0	0.0	0.0	0.0	5.0	0.518771	3930	1283000	82	195503.4	25674	12471	0.0044115
101.0	2004	"Venezuela"	18620.0	0.0029241387	0.0	2.0	0.0	0.0	0.0	5.0	0.5186492	4561	1680000	82	201170.9	26127	12753	0.004544
101.0	2005	"Venezuela"	18620.0	0.0029185105	0.0	2.0	0.0	0.0	0.0	5.0	0.52052116	4910	2454000	82	212782.6	26577	13004	0.0047216
101.0	2006	"Venezuela"	18620.0	0.0028873326	0.0	2.0	0.0	0.0	0.0	5.0	0.5152417	4864	2588000	82	212091.2	27031	13261	0.0046103
101.0	2007	"Venezuela"	18620.0	0.002882319	0.0	2.0	0.0	0.0	0.0	5.0	0.49432203	5005	2795000	82	209508.6	27483	13522	0.0045591
101.0	2008	"Venezuela"	18620.0	0.0029885645	0.0	2.0	0.0	0.0	0.0	5.0	0.50242406							
101.0	2009	"Venezuela"	18620.0	0.0029713034	0.0	2.0	0.0	0.0	0.0	5.0	0.50460476							
101.0	2010	"Venezuela"	18620.0	0.0029323143	0.0	2.0	0.0	0.0	0.0	5.0	0.5025886							
101.0	2011	"Venezuela"	18620.0	0.0028967569	0.0	2.0	0.0	0.0	0.0	5.0	0.50177336							
130.0	1865	"Ecuador"								5.0	0.18484259	0	-9	0	0.0	1023	0	2.603E-4
130.0	1866	"Ecuador"								5.0	0.18051033	0	-9	0	0.0	1036	0	2.637E-4
130.0	1867	"Ecuador"								5.0	0.17675403	0	-9	0	0.0	1049	0	2.652E-4
130.0	1868	"Ecuador"								5.0	0.14654228	0	-9	0	0.0	1062	0	2.692E-4
130.0	1869	"Ecuador"								5.0	0.13107435	0	-9	0	0.0	1075	0	2.703E-4
130.0	1870	"Ecuador"								5.0	0.12415089	0	-9	2	0.0	1089	0	3.715E-4
130.0	1871	"Ecuador"								5.0	0.11878502	0	-9	2	0.0	1102	0	3.45E-4
130.0	1872	"Ecuador"								5.0	0.11383828	0	-9	2	0.0	1116	0	3.71E-4
130.0	1873	"Ecuador"								5.0	0.10683847	0	-9	2	0.0	1130	0	3.7E-4
130.0	1874	"Ecuador"								5.0	0.11366722	0	-9	2	0.0	1144	0	3.74E-4
130.0	1875	"Ecuador"								5.0	0.09771732	0	-9	2	0.0	1158	0	3.729E-4
130.0	1876	"Ecuador"								5.0	0.09120187	0	-9	1	0.0	1173	0	3.24E-4
130.0	1877	"Ecuador"								5.0	0.09077056	0	-9	1	0.0	1187	0	3.239E-4
130.0	1878	"Ecuador"								5.0	0.08338384	0	-9	5	0.0	1202	0	4.825E-4
130.0	1879	"Ecuador"								5.0	0.082601935	0	-9	5	0.0	1217	0	5.126E-4
130.0	1880	"Ecuador"								5.0	0.080394134	0	-9	1	0.0	1232	0	3.287E-4
130.0	1881	"Ecuador"								5.0	0.07934096	0	-9	1	0.0	1235	0	3.247E-4
130.0	1882	"Ecuador"								5.0	0.07906201	0	-9	1	0.0	1239	0	3.244E-4
130.0	1883	"Ecuador"								5.0	0.08655209	0	-9	1	0.0	1242	0	3.259E-4
130.0	1884	"Ecuador"								5.0	0.07909703	0	-9	5	0.0	1245	0	5.06E-4
130.0	1885	"Ecuador"								5.0	0.076929174	0	177	5	0.0	1249	0	5.758E-4
130.0	1886	"Ecuador"								5.0	0.072524235	0	210	5	0.0	1252	0	6.044E-4
130.0	1887	"Ecuador"								5.0	0.0703775	0	196	5	0.0	1255	0	5.788E-4
130.0	1888	"Ecuador"								5.0	0.069838166	0	-9	5	0.0	1259	0	4.778E-4
130.0	1889	"Ecuador"								5.0	0.07295369	0	165	5	0.0	1262	0	5.282E-4
130.0	1890	"Ecuador"								5.0	0.0808448	0	149	3	0.0	1266	0	4.361E-4
130.0	1891	"Ecuador"								5.0	0.083891004	0	173	3	0.0	1269	0	4.568E-4
130.0	1892	"Ecuador"								5.0	0.08492599	0	-9	3	0.0	1272	0	3.782E-4
130.0	1893	"Ecuador"								5.0	0.09824526	0	163	3	0.0	1276	0	4.385E-4
130.0	1894	"Ecuador"								5.0	0.09719702	0	-9	3	0.0	1279	0	3.722E-4
130.0	1895	"Ecuador"								5.0	0.09663868	0	-9	3	0.0	1283	0	3.68E-4
130.0	1896	"Ecuador"								5.0	0.09844079	0	-9	3	0.0	1286	0	3.677E-4
130.0	1897	"Ecuador"								5.0	0.09864705	0	187	3	0.0	1290	0	4.197E-4
130.0	1898	"Ecuador"								5.0	0.10915451	0	-9	3	0.0	1293	0	3.494E-4
130.0	1899	"Ecuador"								5.0	0.10153496	0	-9	3	0.0	1297	0	3.545E-4
130.0	1900	"Ecuador"								5.0	0.09637411	0	173	3	3.0	1300	0	3.64E-4
130.0	1901	"Ecuador"								5.0	0.09990634	0	-9	3	5.0	1310	0	3.452E-4
130.0	1902	"Ecuador"								5.0	0.097736195	0	369	3	6.0	1320	0	4.605E-4
130.0	1903	"Ecuador"								5.0	0.10571885	0	273	4	6.0	1340	0	4.501E-4
130.0	1904	"Ecuador"								5.0	0.13295536	0	-9	4	7.0	1350	0	3.789E-4
130.0	1905	"Ecuador"								5.0	0.15595901	0	258	4	8.0	1360	0	3.771E-4
130.0	1906	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16431218	0	-9	4	7.0	1370	0	3.759E-4
130.0	1907	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16181578	0	270	4	9.0	1380	0	4.323E-4
130.0	1908	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16215684	0	226	4	13.0	1400	0	4.078E-4
130.0	1909	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16896623	0	292	4	14.0	1410	0	4.247E-4
130.0	1910	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16657327	0	423	4	15.0	1420	0	4.745E-4
130.0	1911	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16543426	0	-9	7	29.0	1430	0	4.616E-4
130.0	1912	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16723001	0	341	7	20.0	1450	0	5.096E-4
130.0	1913	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16402547	0	347	7	11.0	1460	0	4.706E-4
130.0	1914	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.1565794	0	3698	8	10.0	1470	0	4.748E-4
130.0	1915	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.15281482	0	3204	8	16.0	1480	0	2.741E-4
130.0	1916	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.14621657	0	-9	8	25.0	1490	0	3.004E-4
130.0	1917	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.15520999	0	-9	8	18.0	1510	0	2.957E-4
130.0	1918	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.16520227	0	2350	5	26.0	1520	0	2.442E-4
130.0	1919	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.18795408	0	-9	6	25.0	1530	0	3.506E-4
130.0	1920	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.21163334	0	731	5	27.0	1540	0	2.995E-4
130.0	1921	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.23433404	0	-9	6	29.0	1570	0	3.567E-4
130.0	1922	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.25644925	0	-9	6	12.0	1610	0	3.799E-4
130.0	1923	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.2745465	0	-9	6	19.0	1650	0	4.13E-4
130.0	1924	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.26495504	0	-9	6	16.0	1690	0	4.553E-4
130.0	1925	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.27330652	0	1447	6	33.0	1720	0	4.386E-4
130.0	1926	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.27133647	0	1841	7	43.0	1760	100	6.059E-4
130.0	1927	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.2726251	0	1666	7	109.0	1800	109	6.1E-4
130.0	1928	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.26590222	0	1707	7	220.0	1840	120	6.16E-4
130.0	1929	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.27310532	0	1780	6	280.0	1900	132	6.056E-4
130.0	1930	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.2680074	0	1820	7	316.0	1940	146	6.468E-4
130.0	1931	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.25465667	0	1980	6	357.0	2000	160	6.462E-4
130.0	1932	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.24346013	0	1800	5	332.0	2050	176	6.408E-4
130.0	1933	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.25160185	0	1432	5	341.0	2100	194	6.295E-4
130.0	1934	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.2416343	0	1484	5	345.0	2140	213	6.215E-4
130.0	1935	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.23871563	0	1448	8	363.0	2200	234	6.618E-4
130.0	1936	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.23920001	0	2248	8	414.0	2250	258	6.935E-4
130.0	1937	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.23526596	0	1943	8	468.0	2300	283	6.922E-4
130.0	1938	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.23654854	0	1245	8	498.0	2360	311	7.13E-4
130.0	1939	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.22823592	0	1914	8	513.0	2410	322	6.72E-4
130.0	1940	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.22576581	0	-9	-9	521.0	2470	334	8.453E-4
130.0	1941	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.24194244	0	1667	-9	349.0	2520	346	7.01E-4
130.0	1942	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.31580147	0	1667	-9	502.0	2580	357	7.325E-4
130.0	1943	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.4155558	0	2510	-9	501.0	2640	367	7.496E-4
130.0	1944	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.5703993	0	3540	-9	631.0	2710	379	7.463E-4
130.0	1945	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.6469897	0	5074	-9	586.0	2780	390	7.36E-4
130.0	1946	"Ecuador"			0.0	0.0	0.0	0.0	0.0	5.0	0.69030637	0	4657	12	526.0	2850	412	8.446E-4
130.0	1947	"Ecuador"	2415.0	1.6341348E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7134342	0	5111	12	560.0	2940	422	7.612E-4
130.0	1948	"Ecuador"	2415.0	1.7288675E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7069066	0	-9	12	637.0	3017	433	8.852E-4
130.0	1949	"Ecuador"	2415.0	1.8850662E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.73958397	0	5933	12	643.0	3104	445	7.252E-4
130.0	1950	"Ecuador"	2415.0	1.8731355E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7362154	0	8933	12	351.0	3225	457	7.083E-4
130.0	1951	"Ecuador"	2415.0	1.8556303E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7371998	0	5809	12	328.0	3317	469	6.765E-4
130.0	1952	"Ecuador"	2415.0	1.8595647E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7282803	0	7459	12	420.0	3412	486	6.489E-4
130.0	1953	"Ecuador"	2415.0	1.8420484E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7208089	0	11947	12	372.0	3511	503	6.525E-4
130.0	1954	"Ecuador"	5095.0	3.805343E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.70937043	0	16502	12	428.0	3615	522	6.581E-4
130.0	1955	"Ecuador"	5095.0	3.7351178E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7029366	0	19472	20	465.0	3862	558	7.256E-4
130.0	1956	"Ecuador"	5095.0	3.7030716E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7071001	0	19670	20	488.0	3833	596	7.282E-4
130.0	1957	"Ecuador"	5095.0	3.7185146E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7054627	0	19076	18	415.0	3949	638	7.17E-4
130.0	1958	"Ecuador"	5095.0	3.7419336E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.71952295	0	18614	18	504.0	4070	682	7.284E-4
130.0	1959	"Ecuador"	5095.0	3.781602E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7223892	0	16304	18	525.0	4195	730	7.319E-4
130.0	1960	"Ecuador"	5095.0	3.7976986E-4	0.0	0.0	0.0	0.0	0.0	5.0	0.7250547	0	22178	18	819.0	4439	764	7.451E-4
